hu;titulo_projeto;classificacao_institucional_pesquisa;envolve_seres_humanos;delineamento_estudo;tipo_estudo;eh_estudo_multicentrico;eh_projeto_com_coparticipacao;estado_projeto;tempo_decorrido_entre_status_1;tempo_decorrido_entre_status_2
HU-UFPI;Avaliação de Infecções por Candida não-albicans em um Hospital Universitário;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DAS INFECÇÕES RELACIONADAS À ASSISTÊNCIA À SAÚDE POR BACTÉRIAS MULTIRRESISTENTES EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;PESQUISA DESENVOLVIDA PELO GRUPO DE TRABALHO;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;484;545
HU-UFPI;AVALIAÇÃO DAS DOENÇAS E AGRAVOS DE NOTIFICAÇÃO COMPULSÓRIA EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Avaliação das alterações dos hormônios tireoidianos em pacientes com Sangramento Uterino Anormal (SUA) no Hospital Universitário da Universidade Federal do Piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA E FUNCIONALIDADE DE PACIENTES SUBMETIDOS À CIRURGIA DE REVASCULARIZAÇÃO DO MIOCÁRDIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;52;140
HU-UFPI;AVALIAÇÃO DA FUNÇÃO SEXUAL DE MULHERES EM USO DE ANTICONCEPCIONAL ORAL COMBINADO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;81;110
HU-UFPI;AVALIAÇÃO DA EFICÁCIA DO POLI-HEXAMETILENO BIGUANIDA NA PREVENÇÃO DE INFECÇÕES PÓS-OPERATÓRIAS EM CIRURGIAS DE PRÓTESE DE QUADRIL: Uma Análise Abrangente dos Resultados, Efeitos Colaterais e Fatores de Risco;Pesquisa Acadêmica;True;Coorte;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;CARACTERIZAÇÃO EPIDEMIOLÓGICA DE ISOLADOS CLÍNICOS BACTERIANOS PRODUTORES DE CARBAPENEMASES EM PACIENTES INTERNADOS EM UM HOSPITAL DE ALTA COMPLEXIDADE;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CARACTERIZAÇÃO DO PERFIL EPIDEMIOLÓGICO DOS PACIENTES COM DIABETES MELLITUS TIPO 1 DO AMBULATÓRIO DO HU-UFPI;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;98;120
HU-UFPI;CARACTERIZAÇÃO DE PRESCRIÇÕES DE ASSISTÊNCIA PSICOLÓGICA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);Pesquisa Acadêmica;True;Transversal;Retrospectivo de corte tranvsersal;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Características nutritivas, funcionais e aceitação de cupcake por pacientes ambulatoriais e/ou com depressão e transtornos alimentares do HU/UFPI;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;Características clínicas e epidemiológicas de infecções fúngicas invasivas por Candida spp. em um hospital de alta complexidade;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Câncer de Mama com Metástase Ovariana Tardia: um relato de caso;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;BRONCOSCOPIA DIAGNÓSTICA NO HU - UFPI: INDICAÇÕES, PRINCIPAIS ACHADOS E PERFIL EPIDEMIOLÓGICO DOS PACIENTES;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Biópsia do linfonodo sentinela versus seguimento clínico axilar em mulheres com câncer de mama inicial com axila Negativa aos exames clínico e ultrassonográfico;pesquisa clinica;True;clinico randomizado prospectivo;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Banco de dados das cirurgias ortopédicas realizadas no hospital universitário da universidade federal do Piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;91;209
HU-UFPI;BalanceD-HF: Estudo de Fase III, Randomizado, Duplo-Cego para Avaliar o Efeito de Balcinrenona/Dapagliflozina em Comparação com Dapagliflozina, no Risco de Eventos de Insuficiência Cardíaca e Morte Cardiovascular em Participantes da Pesquisa com Insuficiência Cardíaca e Função Renal Comprometida;Pesquisa Clínica;True;Estudo de Fase III, Randomizado, Duplo-Cego.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO E COMPARAÇÃO DA QUALIDADE DE VIDA GERAL EM PACIENTES SUBMETIDAS A TRATAMENTO CIRÚRGICO DE INCONTINÊNCIA URINÁRIA DE ESFORÇO POR VIA TRANSOBTURATÓRIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ HU-UFPI: UM ESTUDO PROSPECTIVO;Pesquisa Acadêmica;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DO TRATAMENTO DE PROCTITE ACTÍNICA COM COAGULAÇÃO COM PLASMA DE ARGÔNIO EM UM HOSPITAL DE REFERÊNCIA EM TERESINA-PIAUÍ;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS ÍNDICES DE COMPLICAÇÕES EM PACIENTES SUBMETIDAS A CIRURGIA DE SLING POR VIA TRANSOBTURATÓRIA NO HOSPITAL UNIVERSITÁRIO NO PERÍODO DE 2014 A 2024;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS FATORES PROGNÓSTICOS E SOBREVIDA DOS PACIENTES COM ADENOCARCINOMA DE COLORETAL TRATADOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS FATORES ASSOCIADOS À PRÁTICA BASEADA EM EVIDÊNCIAS (PBE) EM HOSPITAIS UNIVERSITÁRIOS FEDERAIS DO NORDESTE BRASILEIRO: UM MODELO DE EQUAÇÃO ESTRUTURAL;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;True;True;Em cadastramento;Pendente;Pendente
HU-UFPI;Desenvolvimento de mix de castanhas regionais com geleia de vinagreira para pacientes com doenças crônicas não transmissíveis;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;Desenvolvimento de dataset e de algoritmo para o reconhecimento de acometimento cognitivo na doença de Parkinson baseado em aprendizado por inteligência artificial;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;41;77
HU-UFPI;DESENVOLVIMENTO DE APLICATIVO MÓVEL SOBRE CUIDADOS PÓS OPERATÓRIOS PARA MULHERES SUBMETIDAS A CIRURGIA NA MAMA;Desenvolvimento tecnológico;True;pesquisa aplicada;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Cuidado de Enfermagem na deiscência de ferida operatória em esternotomia após cirurgia cardíaca: Projeto de Relato de Caso;PROJETO DE RELATO DE CASO;True;Estudo de caso;Observacional/Epidemiológico;False;False;Projeto aprovado;286;371
HU-UFPI;CRITÉRIOS GLIM NA AVALIAÇÃO DO ESTADO NUTRICIONAL DO PACIENTE CRÍTICO E SUA ASSOCIAÇÃO COM DESFECHOS CLÍNICOS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CRIAÇÃO DE INTERFACE ENTRE SISTEMAS DE MONITORIZAÇÃO EM TERAPIA INTENSIVA E CONSTRUÇÃO DE PAINEL DIGITAL DINÂMICO;Desenvolvimento tecnológico;True;Desenvolvimento de ferramenta;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONHECIMENTO E ADESÃO ÀS PRÁTICAS DE PRECAUÇÕES PADRÃO DA EQUIPE DE ENFERMAGEM;Pesquisa Acadêmica;True;Transversal;Transversal analítico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONDIÇÃO DE SAÚDE BUCAL E NECESSIDADE DE TRATAMENTO ODONTOLÓGICO DE PACIENTES ONCOLÓGICOS INTERNADOS EM UMA UNIDADE DE ALTA COMPLEXIDADE EM ONCOLOGIA (UNACON);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;75;120
HU-UFPI;CHATGPT NA PRÁTICA MÉDICA: UMA INVESTIGAÇÃO SOBRE SEU POTENCIAL COMO FERRAMENTA DE PESQUISA NA INVESTIGAÇÃO DA SAÚDE DE PACIENTES COM PARKINSONISMO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Carcinoma Vaginal Neuroendócrino de Pequena Células pouco Diferenciado em Paciente Jovem: um relato de caso;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;Caracterização epidemiológica dos microrganismos emergentes isolados nos pacientes internados em um Hospital Universitário de Alta Complexidade;Elaboração de estudo para publicação de artigo científico;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;IMPACTO DA REABILITAÇÃO CARDIOVASCULAR NOS NÍVEIS DE ANSIEDADE E DEPRESSÃO EM PACIENTES COM DOENÇA ARTERIAL CORONARIANA E/OU INSUFICIÊNCIA CARDÍACA NO HU-UFPI;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Impacto da implementação de protocolo nutricional que mimetiza o jejum no paciente com câncer de mama atendido pelo SUS: uma proposta sobre a redução dos efeitos colaterais, qualidade de vida, progressão, metástase e sensibilização tumoral.;Pesquisa Acadêmica;True;Ensaio Clínico;Experimental/Clínico;False;True;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;IMPACTO DA CRONONUTRIÇÃO NO PERFIL LIPÍDICO DE PACIENTES CARDIOPATAS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;HIPOCALCEMIA EM PACIENTES EM PÓS-OPERATÓRIO SUBMETIDOS A TIREOIDECTOMIA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;GRADUAÇÃO DA ATIVIDADE HISTOLÓGICA EM PACIENTES COM RETOCOLITE ULCERATIVA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU- UFPI).;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;550;576
HU-UFPI;Governança corporativa em empresas públicas: análise da institucionalização;Pesquisa Acadêmica;True;Transversal;Exploratório e descritivo;True;True;Projeto aprovado;80;115
HU-UFPI;FREQUÊNCIA DE ANEMIA POR DEFICIÊNCIA DE FERRO EM PACIENTES HOSPITALIZADOS NO HOSPITAL UNIVERSITÁRIO DA UFPI COM INSUFICIÊNCIA CARDÍACA COM FRAÇÃO DE EJEÇÃO REDUZIDA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;FDFADASD;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;EXPLORANDO O POTENCIAL DE UTILIZAÇÃO DA INTELIGÊNCIA ARTIFICIAL NA DETECÇÃO DE AMELOBLASTOMA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ HU-UFPI: AVANÇOS E PERSPECTIVAS FUTURAS.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;True;False;Projeto aprovado;434;469
HU-UFPI;ESTIMULAÇÃO CEREBRAL PROFUNDA NA DOENÇA DE PARKINSON: ANÁLISE DE QUALIDADE DE VIDA;Pesquisa Acadêmica;True;Coorte;Desenvolvimento/Avaliação;False;False;Projeto aprovado;90;145
HU-UFPI;Ensaio clínico randomizado, multicêntrico e controlado de avaliação de tratamento antimicrobiano em traqueobronquite associada à ventilação mecânica – ESTUDO VATICAN;Estudo clínico;True;Caso-controle;Experimental/Clínico;True;False;Projeto aprovado;848;937
HU-UFPI;EFICÁCIA DA SUPLEMENTAÇÃO COM VITAMINA D NO CONTROLE METABÓLICO, ESTADO NUTRICIONAL, MARCADORES DE INFLAMAÇÃO E ESTRESSE OXIDATIVO EM PESSOAS COM DIABETES MELLITUS TIPO 2;Pesquisa Acadêmica;True;Experimental;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;EFEITOS DA NEUROMODULAÇÃO NÃO INVASIVA NA DEGLUTIÇÃO, COGNIÇÃO E MASTIGAÇÃO;PESQUISA LIVRE;True;Longitudinal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DrugSensi: Inovação no tratamento de infecções hospitalares;Pesquisa Acadêmica;True;Estudo de caso;Comprovação de Medodologia Computacional;False;True;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO, EVIDÊNCIAS DE VALIDADE E IMPLEMENTAÇÃO DO USO DE CARTILHA EDUCATIVA PARA PROFISSIONAIS DE SAÚDE SOBRE USO DO SMARTPHONE EM HOSPITAIS;Pesquisa Acadêmica;True;Trata-se de estudo metodológico;Desenvolvimento/Avaliação;False;True;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO E VALIDAÇÃO DE INSTRUMENTO PARA AUXILIAR NAVEGADORES EM CÂNCER DE MAMA;Desenvolvimento tecnológico;True;um estudo metodológico em 5 estapas;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO DE UM SISTEMA DE PONTUAÇÃO DE RISCO PARA INFERTILIDADE;Pesquisa Acadêmica;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Desenvolvimento de um sistema de pontuação de risco para infertilidade;Pesquisa Acadêmica;True;Desenvolvimento de sistema em análise de dados;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Desenvolvimento de um dashboard de controle e gerenciamento de intervenções em problemas relacionados com medicamentos (PRM);Desenvolvimento tecnológico;True;Construção de plataforma para análise de dados;Desenvolvimento/Avaliação;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO DE UMA FERRAMENTA PARA ACOMPANHAMENTO E PREDIÇÃO ONCOLÓGICA BASEADA EM INTELIGÊNCIA ARTIFICIAL;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;78;99
HU-UFPI;GOVERNANÇA: MODERAÇÃO ENTRE AMBIDESTRIA ORGANIZACIONAL E CONTROLE SOCIAL EM UM HOSPITAL UNIVERSITÁRIO PÚBLICO.;Pesquisa Acadêmica;True;Estudo de caso;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Formação em psicologia intensiva: percepção dos egressos de programas de residências multiprofissionais em saúde;Pesquisa Acadêmica;True;Análise de conteúdo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;FATORES DE RISCOS EPIDEMIOLÓGICOS E FATORES DE SOBREVIDA DE PACIENTES COM CÂNCER DE COLO UTERINO;Pesquisa Acadêmica;True;ESTUDO RETROSPECTIVO;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;FATORES ASSOCIADOS A INFECÇÃO RELACIONADA À ASSISTÊNCIA À SAÚDE EM PACIENTES CRÍTICOS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;77;92
HU-UFPI;FATORES ASSOCIADOS À INFECÇÃO DE SÍTIO CIRÚRGICO NA COLECISTECTOMIA VIDEOLAPAROSCÓPICA EM UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Fatores Assiciados;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Estudo randomizado comparando três estratégias antitrombóticas (varfarina, edoxabana ou nenhum anticoagulante) em pacientes com fibrilação atrial e doença renal crônica avançada - VISIONAIRE (Vitamin K AntagonISt, Factor Xa Inhibitor Or Nothing In Atrial Fibrillation And DIalytic End-stage Renal DiseasE);Pesquisa Clínica;True;Ensaio clínico randomizado, aberto.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO EPIDEMIOLÓGICO E RADIOGRÁFICO DAS LESÕES INTRA-ÓSSEAS DOS MAXILARES EM PACIENTES ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UFPI;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;157;184
HU-UFPI;Estudo Epidemiológico dos Pacientes de Vitiligo do Hospital Universitário do Piauí: Análise de Uma Década;Pesquisa Acadêmica;True;Estudo Epidemiológico;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;ESTUDO DO PERFIL EPIDEMIOLÓGICO DOS CASOS DE HÉRNIA INCISIONAL EM ADULTOS EM UM HOSPITAL UNIVERSITÁRIO DO ESTADO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO DE PREVALÊNCIA DE PNEUMONIA ASSOCIADA A VENTILAÇÃO MECÂNICA EM PACIENTES SUBMETIDOS A CIRURGIA CARDÍACA NA UTI DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2022-2024.;TRABALHO DE CONCLUSÃO DE RESIDÊNCIA MÉDICA;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Estudo de Fase 3, Multicêntrico, Aberto, Cego para o Avaliador, Controlado por Ativo para Avaliar a Eficácia e a Segurança de Bedaquilina no Tratamento de Hanseníase Multibacilar Quando Associada à Rifampicina e à Clofazimina;Pesquisa Clínica;True;Estudo de Fase 3, Multicêntrico, Aberto, Cego.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Estudo da microbiota, epigenética e susceptibilidade aos antígenos do grupo histo sanguíneo em pacientes com Doença Inflamatória Intestinal e Doenças relacionadas ao envelhecimento atendidos no Hospital Universitário da Universidade Federal do Piauí.;Pesquisa Acadêmica;True;Transversal;Descritivo e transversal;False;True;Projeto aprovado;147;183
HU-UFPI;ESTUDO DA CAPACIDADE FUNCIONAL DO PACIENTE IDOSO COM DOENÇA INFLAMATÓRIA INTESTINAL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;146;343
HU-UFPI;ESTUDO COMPARATIVO DOS VALORES DE LEUCÓCITOS E PROTEÍNA C REATIVA EM PACIENTES COM INFECÇÃO ODONTOGÊNICA TRATADOS NO HOSPITAL DE URGÊNCIAS DE TERESINA ENTRE 2019 E 2023;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;True;Projeto aprovado;45;77
HU-UFPI;ESTUDO COMPARATIVO DE QUALIDADE DA COLONOSCOPIA E TAXA DE DETECÇÃO DE ADENOMAS APÓS MUDANÇA DE PREPARO INTESTINAL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;INJÚRIA RENAL AGUDA EM IDOSOS INTERNADOS NO HOSPITAL UNIVERSITARIO: ANÁLISE DE 5 ANOS;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;281;308
HU-UFPI;Índice prognóstico nutricional e composição corporal de pacientes com cardiopatia em assistência hospitalar;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Índice de adiposidade visceral e produto de acumulação lipídica em mulheres com câncer de mama pós-quimioterapia.;Pesquisa Acadêmica;True;Longitudinal;Observacional/Epidemiológico;False;False;Projeto aprovado;322;425
HU-UFPI;INCIDÊNCIA DE CEFALÉIA PÓS RAQUIANESTESIA EM PACIENTES SUBMETIDOS A HISTERECTOMIA EM HOSPITAL UNIVERSITÁRIO.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;IMPACTO DO TRATAMENTO DA ENDOMETRIOSE NA MELHORA DA SINTOMATOLOGIA E QUALIDADE DE VIDA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;IMPACTO DOS ACHADOS ANORMAIS DA HISTEROSSALPINGOGRAFIA NO DIAGNÓSTICO DA INFERTILIDADE FEMININA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;113;132
HU-UFPI;IMPACTO DE UM PROTOCOLO PRÉ-OPERATÓRIO DE TREINAMENTO MUSCULAR INSPIRATÓRIO NO DESFECHO DE PACIENTES SUBMETIDOS A CIRURGIA CARDÍACA;Pesquisa Acadêmica;True;Transversal;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Impacto da Reabilitação Motora no Segmento Cognitivo de Pacientes Submetidos a Cirurgia de Medula Espinhal;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;IMPACTO DA PANDEMIA DE COVID-19 NA SAÚDE MENTAL DE ENFERMEIROS: INDICADORES E ESTRATÉGIAS DE ENFRENTAMENTO PARA SOFRIMENTO MENTAL, DEPRESSÃO, ANSIEDADE E ESTRESSE;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;True;Projeto aprovado;315;336
HU-UFPI;HIPOMAGNESEMIA: PREVALÊNCIA, MORBIDADES ASSOCIADAS E IMPACTO PROGNÓSTICO EM PACIENTES INTERNADOS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;47;68
HU-UFPI;GRAU E FATORES QUE CONTRIBUEM PARA O ABSENTEÍSMO DE PACIENTES COM DIABETES MELLITUS NO AMBULATÓRIO DE ENDOCRINOLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;329;371
HU-UFPI;Estudo Epidemiológico do Registro das Doenças Inflamatórias Intestinais dos Pacientes do Hospital Universitário - UFPI no Período de 2020 a 2024;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;121;144
HU-UFPI;ESTUDO DO PERFIL EPIDEMIOLÓGICO DOS PACIENTES COM DIAGNÓSTICO DE DOENÇA DIVERTICULAR ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;127;142
HU-UFPI;Epilepsia: Explorando as Interconexões entre Comorbidades e Terapêutica Medicamentosa Ambulatorial no Centro Hospitalar da Universidade Federal do Piauí.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;231;287
HU-UFPI;PADRONIZAÇÃO DA ORDEM DE INFUSÃO DE MEDICAMENTOS ANTINEOPLÁSICOS UTILIZADOS NO AMBULATÓRIO DE ONCOLOGIA DE UM HOSPITAL UNIVERSITÁRIO DE TERESINA - PI;Pesquisa Acadêmica;True;Retrospectivo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PADRÕES DE ENCAMINHAMENTOS DE PACIENTES PARA CUIDADOS PALIATIVOS EM UM HOSPITAL TERCIÁRIO ENTRE 2022 E 2023: UMA ANÁLISE RETROSPECTIVA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;301;325
HU-UFPI;OLHAR PARA A PALIAÇÃO: aplicação de questionário “QASCI adaptado” em cuidadores de pacientes em ambulatório de cuidados paliativos de um Hospital Universitário.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;153;176
HU-UFPI;O IMPACTO DO ÍNDICE DE MASSA CORPÓREA NA PREVALÊNCIA DA DOENÇA HEPÁTICA GORDUROSA NÃO ALCOÓLICA EM PORTADORAS DE SÍNDROME DOS OVÁRIOS POLICÍSTICOS;Pesquisa Acadêmica;True;Transversal;Pré-clínico;False;False;Projeto aprovado;75;82
HU-UFPI;NÍVEL DE RUÍDO DA UNIDADE DE TERAPIA INTENSIVA DE UM HOSPITAL UNIVERSITÁRIO E SEUS EFEITOS EM COLABORADORES;Pesquisa Acadêmica;True;Transversal;Observacional/Aplicação de questionário;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;MONITORAMENTO TERAPÊUTICO DE VANCOMICINA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;MAPEAMEMENTO DA DESNUTRIÇÃO ONCOLÓGICA INTRA-HOSPITALAR E DAS EQUIPES MULTIPROFISSIONAIS DE TERAPIA NUTRICIONAL (EMTN) NO BRASIL;Projeto de Pesquisa;True;Ecológico Analítico, com delineamento transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
