Hospital Universitário (HU),Título do Projeto,Número do Projeto,Status do Projeto,Quem Fez,Quando Fez (Data/Hora),Duração,Status Onde Estava,Status O que Aconteceu
HU-UFPI,desenvolvimento de uma ferramenta para acompanhamento e predição oncológica baseada em inteligência artificial,10562.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,02/06/2024 08:22,8 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,anomalias coronarianas em pacientes submetidos a cateterismo cardíaco no setor de hemodinâmica do hospital universitário da universidade federal do piaui: prevalência e características clínico-angiográficas.,10538.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,15/12/2023 09:17:49,20 Hr(s) 15 Min 59 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,impacto dos achados anormais da histerossalpingografia no diagnóstico da infertilidade feminina em um hospital universitário,10504.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,03/05/2024 07:56,9 Hr(s) 41 Min 36 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil de análise do exame do líquor de pacientes internados em enfermaria de neurologia do hospital universitário da universidade federal do piauí (hu-ufpi),10493.0,Projeto aprovado,ZAINE DALETE DA SILVA,22/07/2025 12:00:44,16 Dia(s) 19 Hr(s) 9 Min 25 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,acne da mulher adulta entre servidoras de um hospital terciário de teresina- piauí,10442.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,15/12/2023 09:17:29,20 Hr(s) 16 Min 12 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,padrões de encaminhamentos de pacientes para cuidados paliativos em um hospital terciário entre 2022 e 2023: uma análise retrospectiva,10427.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,09/09/2024 08:29,2 Dia(s) 21 Hr(s) 12 Min 2 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,caracterização da violência contra o idoso no estado do piauí,10382.0,Projeto aprovado,CARLOS EDUARDO BATISTA DE LIMA,01/09/2024 11:32,7 Dia(s) 1 Hr(s) 39 Min 58 Seg,Aguardando autorização do setor responsável,Projeto aprovado
HU-UFPI,perfil anátomo-clínico dos casos de melanoma cutâneo atendidos no hospital universitário da universidade federal do piauí,11110.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,03/04/2024 08:51,3 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,vacinação contra hpv: perfil de conhecimento dos colaboradores do hospital universitário da universidade federal do piauí (hu - ufpi),11027.0,Em ajuste pelo pesquisador,DANIELLE PEREIRA DOURADO,15/12/2023 16:04:52,1 Dia(s) 2 Hr(s) 17 Min 1 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,principais achados tomográficos de casos com confirmação histopatológica de c ncer gástrico,11022.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,26/09/2024 08:13:10,14 Hr(s) 7 Min 41 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil clínico e epidemiológico dos pacientes em uso de cabergolina em atendimento no ambulatório do hospital da universidade federal do piauí (huufpi),11006.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,27/05/2024 08:33:38,22 Hr(s) 56 Min 23 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,prevalência de sintomas depressivos em pacientes em tratamento do câncer de mama,10973.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,12/11/2023 09:37,4 Dia(s) 19 Hr(s) 46 Min 27 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,análise de um protocolo de mobilização precoce em pacientes submetidos à cirurgia cardíaca,10970.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,26/09/2024 10:07:26,18 Min 42 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação dos fatores prognósticos e sobrevida dos pacientes com adenocarcinoma de coloretal tratados no hospital universitário da universidade federal do piauí,10932.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,14/05/2024 08:28:35,19 Hr(s) 26 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da qualidade de vida e funcionalidade de pacientes submetidos à cirurgia de revascularização do miocárdio,10920.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,15/04/2024 09:12:24,2 Dia(s) 17 Hr(s) 27 Min 43 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,injúria renal aguda em idosos internados no hospital universitario: análise de 5 anos,10832.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,20/09/2024 09:12:11,18 Hr(s) 27 Min,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação da função sexual de mulheres em uso de anticoncepcional oral combinado,10807.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,03/04/2024 08:54,3 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil clinico e epidemiológico dos pacientes com insuficiência cardiaca com fração de ejeção reduzida no hospital universitario da ufpi,10786.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,31/10/2024 07:48:35,1 Dia(s) 15 Hr(s) 38 Min 35 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,"peróxido de hidrogênio e luz ultravioleta para desinfecção de superfícies em unidades de terapia intensiva: um ensaio clínico, randomizado, controlado, em cluster, com crossover.",10780.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,15/12/2023 16:05:56,5 Hr(s) 2 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,governança corporativa em empresas públicas: análise da institucionalização,10729.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,03/04/2024 08:50,3 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil dos pacientes cirúrgicos eletivos pós-pandemia da covid-19,11523.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,23/05/2024 10:56:57,9 Min 40 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,atuação dos residentes em saúde no cuidado ao(s) paciente(s) com comportamento suicida,11519.0,Projeto aprovado,ANA LUCIA FRANCA DA COSTA,29/04/2025 11:43:59,6 Dia(s) 11 Min 8 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,análise do perfil clínico- eletrofisiológico e fatores prognósticos de pacientes internados com síndrome de guillain-barré no hospital universitário do piauí entre 2016 e 2023.,11493.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,02/12/2025 10:33,6 Dia(s) 14 Min 55 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,análise clínica e epidemiológica de casos de câncer de tireoide atendidos no ambulatório do hospital universitário da universidade federal do piauí,11368.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,26/07/2024 10:07:42,17 Min 18 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil clínico e epidemiológico de pacientes com adenoma hipofisário do hospital universitário da universidade federal do piauí,11367.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,26/07/2024 10:07:02,14 Min 30 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,eficiência energética: análise e estudo do fator de potência em um sistema de refrigeração hospitalar,11347.0,Em ajuste para autorização do setor responsável,JOSE MARIA CORREIA LIMA E SILVA,16/01/2024 08:42:47,5 Dia(s) 19 Min 2 Seg,Aguardando autorização do setor responsável,Solicitado ajustes
HU-UFPI,a concordância do uso das escalas glasgow e four por profissionais de saúde e residentes na unidade de terapia intensiva,11340.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,05/02/2024 08:19,1 Dia(s) 19 Hr(s) 14 Min 44 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,utilização de machine learning como método de análise para predição de injúria renal aguda de pacientes em pós-operatório de cirugia cardíaca no hu-ufpi,11324.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,23/02/2024 11:48:04,3 Dia(s) 17 Hr(s) 39 Min 15 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,otimização do processo de limpeza das salas de cirurgias do hospital universitário da universitário da universidade federal do piauí,11271.0,Projeto aprovado,CARLOS EDUARDO BATISTA DE LIMA,02/08/2024 16:49,22 Dia(s) 7 Hr(s) 35 Min 18 Seg,Aguardando autorização do setor responsável,Projeto aprovado
HU-UFPI,mapeamemento da desnutrição oncológica intra-hospitalar e das equipes multiprofissionais de terapia nutricional (emtn) no brasil,11236.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,01/03/2024 10:01,12 Dia(s) 19 Hr(s) 51 Min 39 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,impacto da reabilitação motora no segmento cognitivo de pacientes submetidos a cirurgia de medula espinhal,11207.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,04/12/2024 09:22,15 Hr(s) 1 Min 59 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da correlação entre fadiga e dor neuropática em pacientes com lesão medular crônica decorrente de traumatismo raquimedular,11205.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,25/07/2024 08:07:44,14 Hr(s) 48 Min 19 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,estudo da capacidade funcional do paciente idoso com doença inflamatória intestinal,11186.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,12/03/2024 10:41,11 Hr(s) 27 Min 41 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,olhar para a paliação: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um hospital universitário,12086.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,01/06/2025 09:37,17 Hr(s) 11 Min 24 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,"perfil clínico, laboratorial e de imagem de mulheres com infertilidade associada à endometriose atendidas no setor de reprodução humana de um hospital universitário",11939.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,29/04/2024 08:10:56,9 Hr(s) 46 Min 51 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,conhecimento e adesão às práticas de precauções padrão da equipe de enfermagem,11884.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/04/2024 08:23:53,21 Hr(s) 9 Min 43 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação de infecções por candida não-albicans em um hospital universitário,11883.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/04/2024 08:22:57,21 Hr(s) 8 Min 43 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"associação entre hipertensão arterial, risco nutricional e desfecho clínico em pacientes idosos hospitalizados na uti do hospital universitário de teresina-pi: uma análise temporal",11867.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,07/01/2024 08:26,17 Hr(s) 3 Min 50 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação do perfil epidemiológico da doença renal do diabetes dos pacientes de um hospital terciário,11864.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,17/07/2024 08:10:54,1 Hr(s) 5 Min 2 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação do nível do conhecimento dos fisioterapeutas acerca da parada cardiorrespiratória e da reanimação cardiopulmonar,11831.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,25/03/2024 09:42:41,3 Dia(s) 16 Hr(s) 50 Min 16 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,risco de síndrome de realimentação e sua associação com desfechos clínicos e estado nutricional em pacientes de um hospital universitário em teresina – pi.,11755.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,25/07/2024 08:11:42,21 Hr(s) 19 Min 52 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil clínico – epidemiológico dos pacientes com internação prolongada na enfermaria de clínica médica no hu-ufpi,11685.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,21/10/2024 08:08:18,2 Dia(s) 12 Hr(s) 36 Min 41 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,biópsia do linfonodo sentinela versus seguimento clínico axilar em mulheres com câncer de mama inicial com axila negativa aos exames clínico e ultrassonográfico,11609.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,23/02/2024 11:52:29,1 Dia(s) 18 Hr(s) 50 Min 34 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil clínico de pacientes com cirrose hepática internados no hospital universitário da universidade federal do piauí (hu-ufpi),11545.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,02/06/2024 08:21,10 Hr(s) 48 Min 51 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação das doenças e agravos de notificação compulsória em um hospital universitário do nordeste,11535.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,25/03/2024 09:42:57,3 Dia(s) 16 Hr(s) 50 Min 33 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"influência de características laboratoriais, clínicas e epidemiológicas nos desfechos de pacientes submetidos a artrodese de coluna para tratamento de traumatismo raquimedular (trm)",20491.0,Aguardando autorização do setor responsável,ZAINE DALETE DA SILVA,22/07/2025 12:23:06,16 Dia(s) 15 Hr(s) 39 Min 45 Seg,Em análise pela GEP,Solicitado autorização do setor responsável
HU-UFPI,prevalência de arritmias e alterações eletrocardiográficas em pacientes com doença renal crônica dialítica,20484.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,18/08/2025 18:23:45,3 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,impacto da reabilitação cardiovascular nos níveis de ansiedade e depressão em pacientes com doença arterial coronariana e/ou insuficiência cardíaca no hu-ufpi,20481.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,09/02/2025 19:35,1 Dia(s) 9 Hr(s) 33 Min 54 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,eficácia de tecnologias para o autocuidado pós-cirurgia de revascularização do miocárdio em pessoas idosas: estudo quase-experimental,20478.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,08/12/2025 15:07,1 Hr(s) 5 Min 22 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação dos níveis de troponina t cardíaca de alta sensibilidade em pacientes com síndrome dos ovários policísticos,20421.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:44:22,6 Dia(s) 17 Hr(s) 40 Min 54 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,fatores associados à infecção de sítio cirúrgico em cirurgias de alta complexidade em hospital universitário,20342.0,Em ajuste da aprovação do CEP,FRANCISCO LUCIANI DE MIRANDA VIEIRA,09/08/2025 14:51,5 Dia(s) 1 Hr(s) 10 Min 53 Seg,Em ajuste pelo pesquisador,Devolvido para ajustes da aprovação do CEP
HU-UFPI,associação entre biomarcadores nutricionais e hipertensão arterial na sarcopenia em idosos assistidos em um hospital universitário de referência no nordeste,20319.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,20/08/2025 12:13:24,10 Min 44 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,acne e mídia social: avaliação do conteúdo em português (brasil) disponível no tiktok,20290.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:44:35,6 Dia(s) 17 Hr(s) 41 Min 4 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo clínico-laboratorial da esporotricose em humanos expostos a ferimentos causados por felinos em teresina-pi,20286.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:43:55,6 Dia(s) 17 Hr(s) 40 Min 27 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,colangite esclerosante primária associada às doenças inflamatórias intestinais: características clínicas de pacientes de centros de referência no brasil.,20180.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:53:22,20 Dia(s) 19 Hr(s) 52 Min 7 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,complicações em cirurgias ortognáticas realizadas no hu-ufpi: um estudo transversal retrospectivo baseado em registros clínicos,20148.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,20/08/2025 12:12:57,11 Min 5 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,tumores associados à epidermodisplasia verruciforme: análise histopatológica integrada à imuno-histoquímica,20137.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,30/07/2025 18:03:27,2 Min 34 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil terapêutico dos pacientes com esclerose múltipla atendidos no ambulatório de um hospital universitário,20083.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:52:39,20 Dia(s) 19 Hr(s) 51 Min 25 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,percepção de enfermeiros sobre o handover em uma unidade de terapia intensiva,12516.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,14/05/2024 08:26:57,19 Hr(s) 24 Min 51 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,analise multifatorial do desgaste profissional e qualidade do sono em residentes médicos: um estudo comparativo entre especialidades e níveis de residencia em hospital universitario – teresina - piaui,12486.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/04/2024 08:24:15,21 Hr(s) 9 Min 55 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,chatgpt na prática médica: uma investigação sobre seu potencial como ferramenta de pesquisa na investigação da saúde de pacientes com parkinsonismo,12407.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/06/2024 11:09:06,19 Hr(s) 2 Min 55 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"desenvolvimento, evidências de validade e implementação do uso de cartilha educativa para profissionais de saúde sobre uso do smartphone em hospitais",12385.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,14/05/2024 08:27:51,19 Hr(s) 25 Min 40 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,epilepsia: explorando as interconexões entre comorbidades e terapêutica medicamentosa ambulatorial no centro hospitalar da universidade federal do piauí.,12369.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,01/06/2025 09:49,9 Dia(s) 17 Hr(s) 48 Min 1 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,incidência de cefaléia pós raquianestesia em pacientes submetidos a histerectomia em hospital universitário.,12366.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,07/10/2024 08:51,19 Hr(s) 49 Min 20 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,formação em psicologia intensiva: percepção dos egressos de programas de residências multiprofissionais em saúde,12314.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,14/05/2024 08:27:22,19 Hr(s) 25 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise do perfil epidemiológico dos pacientes com síndrome de cushing do serviço de endocrinologia em hospital universitário,12311.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,24/06/2024 08:23:17,16 Hr(s) 21 Min 2 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil epidemiológico dos pacientes com hipertireoidismo do ambulatório de um hospital terciário,12308.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,17/07/2024 08:10:08,1 Hr(s) 28 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,uma proposta de classificação para acessos venosos centrais e suas possiveis complicações precoces,12305.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,04/04/2024 07:34,10 Hr(s) 12 Min 6 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,qualidade de vida e espiritualidade dos enfermeiros de uma cliníca oncologica,12280.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/04/2024 08:23:42,21 Hr(s) 9 Min 34 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise morfométrica dos pedículos da coluna lombar em pacientes de um centro terciário de cirurgia de coluna no nordeste do brasil,12222.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/04/2024 08:22:37,21 Hr(s) 8 Min 24 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,acompanhar: registro eletrônico de dados pessoais de saúde para controle e avaliação longitudinal de cefaléia,12200.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,18/03/2024 08:16:29,2 Dia(s) 20 Hr(s) 5 Min 35 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,validação de um instrumento clínico para previsão de reações adversas a medicamentos em pacientes hospitalizados,12194.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,02/04/2025 22:09,23 Min 6 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,percepção e cuidados da saúde mental de pacientes com obesidade: desenvolvimento de aplicativo para celular,12087.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,02/12/2025 10:33,5 Dia(s) 21 Hr(s) 45 Min 48 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,caracterização do perfil epidemiológico dos pacientes com diabetes mellitus tipo 1 do ambulatório do hu-ufpi,13244.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,24/09/2024 10:28:38,1 Hr(s) 33 Min 53 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,análise do perfil dos pacientes com câncer gástrico do hospital universitário do piauí (hu-ufpi),13214.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,27/06/2024 08:21:35,19 Hr(s) 57 Min 57 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,análise do perfil dos pacientes com câncer de colo uterino do hospital universitário do piauí (hu-ufpi),13208.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,27/06/2024 08:22:48,20 Hr(s) 1 Min 8 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,associação entre os dominios da religiosidade com a preservação das funções cognitivas em pacientes com diagnostico de doença de parkinson idiopatica,12997.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,10/03/2024 08:14,15 Hr(s) 11 Min 4 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,"estudo randomizado comparando três estratégias antitrombóticas (varfarina, edoxabana ou nenhum anticoagulante) em pacientes com fibrilação atrial e doença renal crônica avançada - visionaire (vitamin k antagonist, factor xa inhibitor or nothing in atrial fibrillation and dialytic end-stage renal disease)",12899.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,18/06/2024 11:09:59,20 Hr(s) 8 Min 6 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise clínica e epidemiológica de pacientes com reações hansênicas no hospital universitário da universidade federal do piauí no período de 2013 a 2023,12855.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,14/05/2024 08:28:01,19 Hr(s) 25 Min 57 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da condição de fadiga em pacientes com doença de crohn no hospital universitário da universidade federal do piauí,12849.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,14/05/2024 08:27:40,19 Hr(s) 25 Min 35 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da condição de fadiga em pacientes com retocolite ulcerativa no hospital universitário da universidade federal do piauí,12848.0,Projeto aprovado,ANA LUCIA FRANCA DA COSTA,29/04/2025 11:48:14,14 Dia(s) 23 Hr(s) 26 Min 13 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,um estudo sobre a influência dos indicadores referentes a leito hospitalar na geração de resíduos médicos dos hospitais ebserh,12806.0,Projeto aprovado,JUSSARA MARIA VALENTIM CAVALCANTE,13/05/2024 12:50:52,14 Dia(s) 4 Hr(s) 36 Min 52 Seg,Aguardando autorização do setor responsável,Projeto aprovado
HU-UFPI,"balanced-hf: estudo de fase iii, randomizado, duplo-cego para avaliar o efeito de balcinrenona/dapagliflozina em comparação com dapagliflozina, no risco de eventos de insuficiência cardíaca e morte cardiovascular em participantes da pesquisa com insuficiência cardíaca e função renal comprometida",12705.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,20/05/2024 08:30:42,2 Dia(s) 22 Hr(s) 10 Min 24 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo epidemiológico e radiográfico das lesões intra-ósseas dos maxilares em pacientes atendidos no hospital universitário da ufpi,12703.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,18/10/2024 11:22:56,19 Hr(s) 38 Min 34 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,explorando o potencial de utilização da inteligência artificial na detecção de ameloblastoma no hospital universitário da universidade federal do piauí hu-ufpi: avanços e perspectivas futuras.,12532.0,Projeto aprovado,ZAINE DALETE DA SILVA,22/07/2025 11:56:51,11 Dia(s) 14 Hr(s) 52 Min 34 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,olhar para a paliação: aplicação de questionário “qasci adaptado” em cuidadores de pacientes em ambulatório de cuidados paliativos de um hospital universitário.,13566.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,12/10/2024 12:16,19 Hr(s) 9 Min 50 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,pesquisa sobre a correlação entre obesidade e saúde mental,13561.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,07/12/2024 10:24,20 Min 2 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo epidemiológico do registro das doenças inflamatórias intestinais dos pacientes do hospital universitário - ufpi no período de 2020 a 2024,13556.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,11/08/2024 09:59,22 Hr(s) 52 Min 13 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,predição de desfechos adversos graves em doenças inflamatórias intestinais utilizando inteligência artificial com registros do hospital universitário - ufpi,13555.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,11/08/2024 09:53,22 Hr(s) 44 Min 8 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil de idosos internados por fratura de quadril no hospital universitário do piauí,13551.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,10/02/2024 08:09,19 Hr(s) 41 Min 40 Seg,Aguardando avaliação da GEP,Projeto aprovado
