HU,Título do Projeto,Classificação Institucional da Pesquisa,Projeto envolve seres humanos,Delineamento do Estudo,Tipo de Estudo,É estudo multicêntrico,É projeto com co-participação,Estado do projeto,Tempo decorrido entre status,Tempo decorrido entre status.1
HU-UFPI,AVALIAÇÃO DO NÍVEL DO CONHECIMENTO DOS FISIOTERAPEUTAS ACERCA DA PARADA CARDIORRESPIRATÓRIA E DA REANIMAÇÃO CARDIOPULMONAR,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DO PERFIL DE GRAVIDADE DOS QUADROS DE PSORÍASE ATENDIDOS NO HU-UFPI E DE SEUS IMPACTOS NA QUALIDADE DE VIDA DOS PACIENTES,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,45,92
HU-UFPI,AVALIAÇÃO DO PERFIL EPIDEMIOLÓGICO DA DOENÇA RENAL DO DIABETES DOS PACIENTES DE UM HOSPITAL TERCIÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,114,142
HU-UFPI,AVALIAÇÃO DO RISCO CARDIOVASCULAR EM PACIENTES COM ARTRITE REUMATÓIDE EM AMBULATÓRIO DE REUMATOLOGIA DE UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,147,442
HU-UFPI,AVALIAÇÃO DO RISCO E PROGNOSTICO NUTRICIONAL DE PACIENTES EM TERAPIA INTENSIVA,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DOS FATORES ASSOCIADOS À PRÁTICA BASEADA EM EVIDÊNCIAS (PBE) EM HOSPITAIS UNIVERSITÁRIOS FEDERAIS DO NORDESTE BRASILEIRO: UM MODELO DE EQUAÇÃO ESTRUTURAL,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Sim,Sim,Em cadastramento,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DOS FATORES PROGNÓSTICOS E SOBREVIDA DOS PACIENTES COM ADENOCARCINOMA DE COLORETAL TRATADOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DO TRATAMENTO DE PROCTITE ACTÍNICA COM COAGULAÇÃO COM PLASMA DE ARGÔNIO EM UM HOSPITAL DE REFERÊNCIA EM TERESINA-PIAUÍ,Pesquisa Acadêmica,Sim,Estudo de caso,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO E COMPARAÇÃO DA QUALIDADE DE VIDA GERAL EM PACIENTES SUBMETIDAS A TRATAMENTO CIRÚRGICO DE INCONTINÊNCIA URINÁRIA DE ESFORÇO POR VIA TRANSOBTURATÓRIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ HU-UFPI: UM ESTUDO PROSPECTIVO,Pesquisa Acadêmica,Sim,Coorte,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"BalanceD-HF: Estudo de Fase III, Randomizado, Duplo-Cego para Avaliar o Efeito de Balcinrenona/Dapagliflozina em Comparação com Dapagliflozina, no Risco de Eventos de Insuficiência Cardíaca e Morte Cardiovascular em Participantes da Pesquisa com Insuficiência Cardíaca e Função Renal Comprometida",Pesquisa Clínica,Sim,"Estudo de Fase III, Randomizado, Duplo-Cego.",Experimental/Clínico,Sim,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Banco de dados das cirurgias ortopédicas realizadas no hospital universitário da universidade federal do Piauí,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,91,209
HU-UFPI,Biópsia do linfonodo sentinela versus seguimento clínico axilar em mulheres com câncer de mama inicial com axila Negativa aos exames clínico e ultrassonográfico,pesquisa clinica,Sim,clinico randomizado prospectivo,Experimental/Clínico,Sim,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"BRONCOSCOPIA DIAGNÓSTICA NO HU - UFPI: INDICAÇÕES, PRINCIPAIS ACHADOS E PERFIL EPIDEMIOLÓGICO DOS PACIENTES",Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Câncer de Mama com Metástase Ovariana Tardia: um relato de caso,Pesquisa Acadêmica,Sim,Estudo de caso,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,Características clínicas e epidemiológicas de infecções fúngicas invasivas por Candida spp. em um hospital de alta complexidade,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"Características nutritivas, funcionais e aceitação de cupcake por pacientes ambulatoriais e/ou com depressão e transtornos alimentares do HU/UFPI",Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Em ajuste para autorização do setor responsável,Pendente,Pendente
HU-UFPI,CARACTERIZAÇÃO DA VIOLÊNCIA CONTRA O IDOSO NO ESTADO DO PIAUÍ,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,,14
HU-UFPI,CARACTERIZAÇÃO DE PRESCRIÇÕES DE ASSISTÊNCIA PSICOLÓGICA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI),Pesquisa Acadêmica,Sim,Transversal,Retrospectivo de corte tranvsersal,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CARACTERIZAÇÃO DO PERFIL EPIDEMIOLÓGICO DOS PACIENTES COM DIABETES MELLITUS TIPO 1 DO AMBULATÓRIO DO HU-UFPI,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,98,120
HU-UFPI,CARACTERIZAÇÃO EPIDEMIOLÓGICA DE ISOLADOS CLÍNICOS BACTERIANOS PRODUTORES DE CARBAPENEMASES EM PACIENTES INTERNADOS EM UM HOSPITAL DE ALTA COMPLEXIDADE,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Caracterização epidemiológica dos microrganismos emergentes isolados nos pacientes internados em um Hospital Universitário de Alta Complexidade,Elaboração de estudo para publicação de artigo científico,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Carcinoma Vaginal Neuroendócrino de Pequena Células pouco Diferenciado em Paciente Jovem: um relato de caso,Pesquisa Acadêmica,Sim,Estudo de caso,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,CHATGPT NA PRÁTICA MÉDICA: UMA INVESTIGAÇÃO SOBRE SEU POTENCIAL COMO FERRAMENTA DE PESQUISA NA INVESTIGAÇÃO DA SAÚDE DE PACIENTES COM PARKINSONISMO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONDIÇÃO DE SAÚDE BUCAL E NECESSIDADE DE TRATAMENTO ODONTOLÓGICO DE PACIENTES ONCOLÓGICOS INTERNADOS EM UMA UNIDADE DE ALTA COMPLEXIDADE EM ONCOLOGIA (UNACON),Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,75,120
HU-UFPI,CONHECIMENTO E ADESÃO ÀS PRÁTICAS DE PRECAUÇÕES PADRÃO DA EQUIPE DE ENFERMAGEM,Pesquisa Acadêmica,Sim,Transversal,Transversal analítico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CRIAÇÃO DE INTERFACE ENTRE SISTEMAS DE MONITORIZAÇÃO EM TERAPIA INTENSIVA E CONSTRUÇÃO DE PAINEL DIGITAL DINÂMICO,Desenvolvimento tecnológico,Sim,Desenvolvimento de ferramenta,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CRIAÇÃO DE INTERFACE ENTRE SISTEMAS DE MONITORIZAÇÃO EM TERAPIA INTENSIVA E CONSTRUÇÃO DE PAINEL DIGITAL DINÂMICO,Desenvolvimento tecnológico,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,CRIAÇÃO DE INTERFACE ENTRE SISTEMAS DE MONITORIZAÇÃO EM TERAPIA INTENSIVA E CONSTRUÇÃO DE PAINEL DIGITAL DINÂMICO,Desenvolvimento tecnológico,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,CRITÉRIOS GLIM NA AVALIAÇÃO DO ESTADO NUTRICIONAL DO PACIENTE CRÍTICO E SUA ASSOCIAÇÃO COM DESFECHOS CLÍNICOS,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Cuidado de Enfermagem na deiscência de ferida operatória em esternotomia após cirurgia cardíaca: Projeto de Relato de Caso,PROJETO DE RELATO DE CASO,Sim,Estudo de caso,Observacional/Epidemiológico,Não,Não,Projeto aprovado,286,371
HU-UFPI,DESENVOLVIMENTO DE APLICATIVO MÓVEL SOBRE CUIDADOS PÓS OPERATÓRIOS PARA MULHERES SUBMETIDAS A CIRURGIA NA MAMA,Desenvolvimento tecnológico,Sim,pesquisa aplicada,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Desenvolvimento de dataset e de algoritmo para o reconhecimento de acometimento cognitivo na doença de Parkinson baseado em aprendizado por inteligência artificial,Desenvolvimento tecnológico,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,Desenvolvimento de dataset e de algoritmo para o reconhecimento de acometimento cognitivo na doença de Parkinson baseado em aprendizado por inteligência artificial,Desenvolvimento tecnológico,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,41,77
HU-UFPI,Desenvolvimento de dataset e de algoritmo para o reconhecimento de acometimento cognitivo na doença de Parkinson baseado em aprendizado por inteligência artificial,Desenvolvimento tecnológico,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,Desenvolvimento de mix de castanhas regionais com geleia de vinagreira para pacientes com doenças crônicas não transmissíveis,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,DESENVOLVIMENTO DE UMA FERRAMENTA PARA ACOMPANHAMENTO E PREDIÇÃO ONCOLÓGICA BASEADA EM INTELIGÊNCIA ARTIFICIAL,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,78,99
HU-UFPI,Desenvolvimento de um dashboard de controle e gerenciamento de intervenções em problemas relacionados com medicamentos (PRM),Desenvolvimento tecnológico,Sim,Construção de plataforma para análise de dados,Desenvolvimento/Avaliação,Não,Não,Em ajuste para autorização do setor responsável,Pendente,Pendente
HU-UFPI,DESENVOLVIMENTO DE UM PAINEL DE MONITORAMENTO DE INDICADORES EPIDEMIOLÓGICOS DE MORBIDADE HOSPITALAR,Desenvolvimento tecnológico,Sim,Estudo de desenvolvimento tecnológico,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,,14
HU-UFPI,Desenvolvimento de um sistema de pontuação de risco para infertilidade,Pesquisa Acadêmica,Sim,Desenvolvimento de sistema em análise de dados,Desenvolvimento/Avaliação,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,DESENVOLVIMENTO DE UM SISTEMA DE PONTUAÇÃO DE RISCO PARA INFERTILIDADE,Pesquisa Acadêmica,Sim,Coorte,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,DESENVOLVIMENTO E VALIDAÇÃO DE INSTRUMENTO PARA AUXILIAR NAVEGADORES EM CÂNCER DE MAMA,Desenvolvimento tecnológico,Sim,um estudo metodológico em 5 estapas,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"DESENVOLVIMENTO, EVIDÊNCIAS DE VALIDADE E IMPLEMENTAÇÃO DO USO DE CARTILHA EDUCATIVA PARA PROFISSIONAIS DE SAÚDE SOBRE USO DO SMARTPHONE EM HOSPITAIS",Pesquisa Acadêmica,Sim,Trata-se de estudo metodológico,Desenvolvimento/Avaliação,Não,Sim,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,DFASDF,Pesquisa Acadêmica,Não,,,,,Em cadastramento,,Pendente
HU-UFPI,DrugSensi: Inovação no tratamento de infecções hospitalares,Pesquisa Acadêmica,Sim,Estudo de caso,Comprovação de Medodologia Computacional,Não,Sim,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,"EFEITOS DA NEUROMODULAÇÃO NÃO INVASIVA NA DEGLUTIÇÃO, COGNIÇÃO E MASTIGAÇÃO",PESQUISA LIVRE,Sim,Longitudinal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"EFICÁCIA DA SUPLEMENTAÇÃO COM VITAMINA D NO CONTROLE METABÓLICO, ESTADO NUTRICIONAL, MARCADORES DE INFLAMAÇÃO E ESTRESSE OXIDATIVO EM PESSOAS COM DIABETES MELLITUS TIPO 2",Pesquisa Acadêmica,Sim,Experimental,Experimental/Clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Eficiência energética: análise e estudo do fator de potência em um sistema de refrigeração hospitalar,Pesquisa Acadêmica,Não,Estudo de caso,Infraestrutura,Não,Não,Em ajuste para autorização do setor responsável,,Pendente
HU-UFPI,"Ensaio clínico randomizado, multicêntrico e controlado de avaliação de tratamento antimicrobiano em traqueobronquite associada à ventilação mecânica – ESTUDO VATICAN",Estudo clínico,Sim,Caso-controle,Experimental/Clínico,Sim,Não,Projeto aprovado,848,937
HU-UFPI,"Estação de Tratamento de Esgoto Hospitalar do HU-UFPI: Inovações na ETE, Otimização e Tecnologias de Adsorção",Desenvolvimento tecnológico,Não,"Coleta de material, análises e caracterizações",Infraestrutura,Não,Sim,Em cadastramento,,Pendente
HU-UFPI,ESTIMULAÇÃO CEREBRAL PROFUNDA NA DOENÇA DE PARKINSON: ANÁLISE DE QUALIDADE DE VIDA,Pesquisa Acadêmica,Sim,Coorte,Desenvolvimento/Avaliação,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,ESTIMULAÇÃO CEREBRAL PROFUNDA NA DOENÇA DE PARKINSON: ANÁLISE DE QUALIDADE DE VIDA,Pesquisa Acadêmica,Sim,Coorte,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,90,145
HU-UFPI,ESTUDO COMPARATIVO DE QUALIDADE DA COLONOSCOPIA E TAXA DE DETECÇÃO DE ADENOMAS APÓS MUDANÇA DE PREPARO INTESTINAL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO COMPARATIVO DOS VALORES DE LEUCÓCITOS E PROTEÍNA C REATIVA EM PACIENTES COM INFECÇÃO ODONTOGÊNICA TRATADOS NO HOSPITAL DE URGÊNCIAS DE TERESINA ENTRE 2019 E 2023,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Sim,Projeto aprovado,45,77
HU-UFPI,ESTUDO DA CAPACIDADE FUNCIONAL DO PACIENTE IDOSO COM DOENÇA INFLAMATÓRIA INTESTINAL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,146,343
HU-UFPI,"Estudo da microbiota, epigenética e susceptibilidade aos antígenos do grupo histo sanguíneo em pacientes com Doença Inflamatória Intestinal e Doenças relacionadas ao envelhecimento atendidos no Hospital Universitário da Universidade Federal do Piauí.",Pesquisa Acadêmica,Sim,Transversal,Descritivo e transversal,Não,Sim,Projeto aprovado,147,183
HU-UFPI,"Estudo de Fase 3, Multicêntrico, Aberto, Cego para o Avaliador, Controlado por Ativo para Avaliar a Eficácia e a Segurança de Bedaquilina no Tratamento de Hanseníase Multibacilar Quando Associada à Rifampicina e à Clofazimina",Pesquisa Clínica,Sim,"Estudo de Fase 3, Multicêntrico, Aberto, Cego.",Experimental/Clínico,Sim,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO DE PREVALÊNCIA DE PNEUMONIA ASSOCIADA A VENTILAÇÃO MECÂNICA EM PACIENTES SUBMETIDOS A CIRURGIA CARDÍACA NA UTI DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2022-2024.,TRABALHO DE CONCLUSÃO DE RESIDÊNCIA MÉDICA,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,ESTUDO DO PERFIL EPIDEMIOLÓGICO DOS CASOS DE HÉRNIA INCISIONAL EM ADULTOS EM UM HOSPITAL UNIVERSITÁRIO DO ESTADO DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Estudo Epidemiológico dos Pacientes de Vitiligo do Hospital Universitário do Piauí: Análise de Uma Década,Pesquisa Acadêmica,Sim,Estudo Epidemiológico,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,ESTUDO EPIDEMIOLÓGICO E RADIOGRÁFICO DAS LESÕES INTRA-ÓSSEAS DOS MAXILARES EM PACIENTES ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UFPI,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,157,184
HU-UFPI,"Estudo randomizado comparando três estratégias antitrombóticas (varfarina, edoxabana ou nenhum anticoagulante) em pacientes com fibrilação atrial e doença renal crônica avançada - VISIONAIRE (Vitamin K AntagonISt, Factor Xa Inhibitor Or Nothing In Atrial Fibrillation And DIalytic End-stage Renal DiseasE)",Pesquisa Clínica,Sim,"Ensaio clínico randomizado, aberto.",Experimental/Clínico,Sim,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Fatores Assiciados,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,FATORES ASSOCIADOS À INFECÇÃO DE SÍTIO CIRÚRGICO NA COLECISTECTOMIA VIDEOLAPAROSCÓPICA EM UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,FATORES ASSOCIADOS A INFECÇÃO RELACIONADA À ASSISTÊNCIA À SAÚDE EM PACIENTES CRÍTICOS,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,77,92
HU-UFPI,FATORES DE RISCOS EPIDEMIOLÓGICOS E FATORES DE SOBREVIDA DE PACIENTES COM CÂNCER DE COLO UTERINO,Pesquisa Acadêmica,Sim,ESTUDO RETROSPECTIVO,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,Formação em psicologia intensiva: percepção dos egressos de programas de residências multiprofissionais em saúde,Pesquisa Acadêmica,Sim,Análise de conteúdo,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,GOVERNANÇA: MODERAÇÃO ENTRE AMBIDESTRIA ORGANIZACIONAL E CONTROLE SOCIAL EM UM HOSPITAL UNIVERSITÁRIO PÚBLICO.,Pesquisa Acadêmica,Sim,Estudo de caso,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,GRAU E FATORES QUE CONTRIBUEM PARA O ABSENTEÍSMO DE PACIENTES COM DIABETES MELLITUS NO AMBULATÓRIO DE ENDOCRINOLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,329,371
HU-UFPI,H,Desenvolvimento tecnológico,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,"HIPOMAGNESEMIA: PREVALÊNCIA, MORBIDADES ASSOCIADAS E IMPACTO PROGNÓSTICO EM PACIENTES INTERNADOS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ",Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,47,68
HU-UFPI,"IMPACTO DA PANDEMIA DE COVID-19 NA SAÚDE MENTAL DE ENFERMEIROS: INDICADORES E ESTRATÉGIAS DE ENFRENTAMENTO PARA SOFRIMENTO MENTAL, DEPRESSÃO, ANSIEDADE E ESTRESSE",Pesquisa Acadêmica,Sim,Transversal,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Sim,Projeto aprovado,315,336
HU-UFPI,Impacto da Reabilitação Motora no Segmento Cognitivo de Pacientes Submetidos a Cirurgia de Medula Espinhal,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Impacto de um protocolo pré-operatório de Treinamento Muscular Inspiratório no desfecho de pacientes submetidos a cirurgia cardíaca,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,IMPACTO DE UM PROTOCOLO PRÉ-OPERATÓRIO DE TREINAMENTO MUSCULAR INSPIRATÓRIO NO DESFECHO DE PACIENTES SUBMETIDOS A CIRURGIA CARDÍACA,Pesquisa Acadêmica,Sim,Transversal,Experimental/Clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,IMPACTO DOS ACHADOS ANORMAIS DA HISTEROSSALPINGOGRAFIA NO DIAGNÓSTICO DA INFERTILIDADE FEMININA EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,113,132
HU-UFPI,IMPACTO DO TRATAMENTO DA ENDOMETRIOSE NA MELHORA DA SINTOMATOLOGIA E QUALIDADE DE VIDA,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Implementação de um protocolo de triagem respiratória em pacientes com lesão medular cervical e torácica na fase pré-operatória,Pesquisa Acadêmica,Sim,Longitudinal,De intervenção,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,INCIDÊNCIA DE CEFALÉIA PÓS RAQUIANESTESIA EM PACIENTES SUBMETIDOS A HISTERECTOMIA EM HOSPITAL UNIVERSITÁRIO.,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,INCIDÊNCIA DE LESÃO POR PRESSÃO: ANÁLISE DA EXISTÊNCIA DE SUBNOTIFICAÇÃO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,356,406
HU-UFPI,Incidência de lesão por pressão em unidade de terapia intensiva do Hospital Universitário do Piauí,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,Índice de adiposidade visceral e produto de acumulação lipídica em mulheres com câncer de mama pós-quimioterapia.,Pesquisa Acadêmica,Sim,Longitudinal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,322,425
HU-UFPI,Índice prognóstico nutricional e composição corporal de pacientes com cardiopatia em assistência hospitalar,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,INJÚRIA RENAL AGUDA EM IDOSOS INTERNADOS NO HOSPITAL UNIVERSITARIO: ANÁLISE DE 5 ANOS,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Projeto aprovado,281,308
HU-UFPI,INTERAÇÕES MEDICAMENTOSAS POTENCIAIS ENTRE FÁRMACOS QUE AGEM NO SISTEMA CARDIOVASCULAR E PSICOFÁRMACOS EM PACIENTES ADMITIDOS NUM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,182,223
HU-UFPI,laura,Desenvolvimento tecnológico,Não,,,,,Em cadastramento,,Pendente
HU-UFPI,MAPEAMEMENTO DA DESNUTRIÇÃO ONCOLÓGICA INTRA-HOSPITALAR E DAS EQUIPES MULTIPROFISSIONAIS DE TERAPIA NUTRICIONAL (EMTN) NO BRASIL,Projeto de Pesquisa,Sim,"Ecológico Analítico, com delineamento transversal",Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,MONITORAMENTO TERAPÊUTICO DE VANCOMICINA EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,NÍVEL DE RUÍDO DA UNIDADE DE TERAPIA INTENSIVA DE UM HOSPITAL UNIVERSITÁRIO E SEUS EFEITOS EM COLABORADORES,Pesquisa Acadêmica,Sim,Transversal,Observacional/Aplicação de questionário,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,O IMPACTO DO ÍNDICE DE MASSA CORPÓREA NA PREVALÊNCIA DA DOENÇA HEPÁTICA GORDUROSA NÃO ALCOÓLICA EM PORTADORAS DE SÍNDROME DOS OVÁRIOS POLICÍSTICOS,Pesquisa Acadêmica,Sim,Transversal,Pré-clínico,Não,Não,Projeto aprovado,75,82
HU-UFPI,OLHAR PARA A PALIAÇÃO: aplicação de questionário “QASCI adaptado” em cuidadores de pacientes em ambulatório de cuidados paliativos de um Hospital Universitário.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,153,176
HU-UFPI,OLHAR PARA A PALIAÇÃO: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um Hospital Universitário,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,OLHAR PARA A PALIAÇÃO: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um Hospital Universitário,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,OTIMIZAÇÃO DO PROCESSO DE LIMPEZA DAS SALAS DE CIRURGIAS DO HOSPITAL UNIVERSITÁRIO DA UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Desenvolvimento tecnológico,Não,Estudo de caso,Infraestrutura,Não,Não,Projeto aprovado,,22
HU-UFPI,Padrão Epidemiológico e Tendência Temporal das Internações Hospitalares da Rede Ebserh - 2012 a 2023,Pesquisa Acadêmica,Sim,Ecológico de séries temporais,Observacional/Epidemiológico,Não,Não,Projeto aprovado,,13
