Hospital Universitário (HU);Título do Projeto;Número do Projeto;Status do Projeto;Quem Fez;Quando Fez (Data/Hora);Duração;Status Onde Estava;Status O que Aconteceu
HU-UFPI;PERFIL CLÍNICO DOS PACIENTES COM ELEVADA SUSPEITA DE NEFROPATIA HEREDITÁRIA NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;9964;Em cadastramento;;;;;
HU-UFPI;PERFIL CLÍNICO DOS PACIENTES COM ELEVADA SUSPEITA DE NEFROPATIA HEREDITÁRIA NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;9965;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;09/09/2024 08:24;9 Hr(s) 47 Min 47 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PERFIL CLÍNICO-EPIDEMIOLÓGICO E ELETROFISIOLÓGICO DOS PACIENTES COM DIAGNÓSTICO DE NEUROPATIA PERIFERICA DO HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO PIAUI;9987;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;17/11/2023 10:41:02;1 Hr(s) 37 Min 35 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA TERAPIA À VÁCUO ENDOSCÓPICA EM PACIENTES DE UM HOSPITAL UNIVERSITÁRIO.;10001;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;17/10/2023 10:34:51;6 Dia(s) 19 Hr(s) 39 Min 47 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DO RISCO CARDIOVASCULAR EM PACIENTES COM ARTRITE REUMATÓIDE EM AMBULATÓRIO DE REUMATOLOGIA DE UM HOSPITAL UNIVERSITÁRIO;10010;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;29/11/2024 08:13:48;21 Hr(s) 14 Min 12 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;NÃO INFERIORIDADE DA DAPAGLIFOZINA EM RELAÇÃO A HIDROCLOROTIAZIDA COMO ANTI-HIPERTENSIVO EM MONOTERAPIA NA HIPERTENSÃO ARTERIAL ESTAGIO I;10014;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;12/11/2023 09:38;5 Dia(s) 22 Hr(s) 34 Min 53 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM CICATRIZES ATRÓFICAS PÓS ACNE VULGAR;10036;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;11/09/2023 10:25;19 Hr(s) 22 Min 7 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;MORTALIDADE POR CÂNCER COLORRETAL NO BRASIL NO PERÍODO DE 1981 A 2020;10147;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;17/10/2023 10:35:37;6 Dia(s) 19 Hr(s) 40 Min 36 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Educação permanente em saúde sob a ótica dos enfermeiros de um hospital universitário;10184;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;25/10/2023 09:05:03;20 Hr(s) 56 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE COMPARATIVA DA QUALIDADE DE VIDA GLOBAL ENTRE MULHERES SUBMETIDAS À HISTERECTOMIA E MIOMECTOMIA POR LEIOMIOMAS UTERINOS;10226;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;12/01/2023 09:52;10 Hr(s) 41 Min 5 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;GRADUAÇÃO DA ATIVIDADE HISTOLÓGICA EM PACIENTES COM RETOCOLITE ULCERATIVA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU- UFPI).;10227;Projeto aprovado;ANA LUCIA FRANCA DA COSTA;29/04/2025 11:50:09;14 Dia(s) 23 Hr(s) 32 Min 11 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Um caso raro de aneurisma de artéria femoral superficial: abordagem diagnóstico-terapêutica;10255;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;14/12/2023 12:16:07;5 Min 13 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Doenças Inflamatórias Intestinais de início em idosos atendidos no Hospital Universitário da Universidade Federal do Piauí de 2013 a 2022.;10281;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;12/01/2023 09:53;21 Hr(s) 47 Min 16 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANÁLISE DOS PEDIDOS DE INTERCONSULTA DESTINADOS À OFTALMOLOGIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;10295;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;10/09/2023 08:01;2 Dia(s) 17 Hr(s) 10 Min 46 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Percepções da equipe multiprofissional de um Hospital Universitário sobre o Projeto Terapêutico Singular;10296;Projeto aprovado;ANA LUCIA FRANCA DA COSTA;29/04/2025 11:45:53;6 Dia(s) 15 Min;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Aplicação da Escala de Sintomas de Edmonton (ESAS) em pacientes oncológicos de um Hospital Universitário;10332;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;17/11/2023 09:46:13;42 Min 47 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE DOS PEDIDOS DE INTERCONSULTA DESTINADOS À OFTALMOLOGIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;10341;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;19/07/2024 10:09:18;19 Hr(s) 23 Min 19 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;CARACTERIZAÇÃO DA VIOLÊNCIA CONTRA O IDOSO NO ESTADO DO PIAUÍ;10382;Projeto aprovado;CARLOS EDUARDO BATISTA DE LIMA;01/09/2024 11:32;7 Dia(s) 1 Hr(s) 39 Min 58 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;Dermatofibrossarcoma Protuberans recidivante em topografia inguinal: Relato de Caso;10408;Em cadastramento;;;;;
HU-UFPI;PADRÕES DE ENCAMINHAMENTOS DE PACIENTES PARA CUIDADOS PALIATIVOS EM UM HOSPITAL TERCIÁRIO ENTRE 2022 E 2023: UMA ANÁLISE RETROSPECTIVA;10427;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;09/09/2024 08:29;2 Dia(s) 21 Hr(s) 12 Min 2 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Acne da mulher adulta entre servidoras de um hospital terciário de Teresina- Piauí;10442;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;15/12/2023 09:17:29;20 Hr(s) 16 Min 12 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Programa Stewardship de Antimicrobianos: Formação, implementação e ênfase em estratégias de ajuste de dose em instituições de saúde de Teresina.;10444;Em ajuste para autorização do setor responsável;JOSE MARIA CORREIA LIMA E SILVA;07/12/2024 10:20;5 Dia(s) 23 Hr(s) 9 Min 47 Seg;Aguardando autorização do setor responsável;Solicitado ajustes
HU-UFPI;PERFIL DE ANÁLISE DO EXAME DO LÍQUOR DE PACIENTES INTERNADOS EM ENFERMARIA DE NEUROLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);10493;Projeto aprovado;ZAINE DALETE DA SILVA;22/07/2025 12:00:44;16 Dia(s) 19 Hr(s) 9 Min 25 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;IMPACTO DOS ACHADOS ANORMAIS DA HISTEROSSALPINGOGRAFIA NO DIAGNÓSTICO DA INFERTILIDADE FEMININA EM UM HOSPITAL UNIVERSITÁRIO;10504;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/05/2024 07:56;9 Hr(s) 41 Min 36 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANOMALIAS CORONARIANAS EM PACIENTES SUBMETIDOS A CATETERISMO CARDÍACO NO SETOR DE HEMODINÂMICA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUI: PREVALÊNCIA E CARACTERÍSTICAS CLÍNICO-ANGIOGRÁFICAS.;10538;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;15/12/2023 09:17:49;20 Hr(s) 15 Min 59 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;DESENVOLVIMENTO DE UMA FERRAMENTA PARA ACOMPANHAMENTO E PREDIÇÃO ONCOLÓGICA BASEADA EM INTELIGÊNCIA ARTIFICIAL;10562;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;02/06/2024 08:22;8 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DE PACIENTES COM ULTRASSONOGRAFIA EVIDENCIANDO DOENÇA HEPÁTICA GORDUROSA METABÓLICA ATENDIDOS NO AMBULATÓRIO DE ENDOCRINOLOGIA DO HUUFPI;10642;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;09/10/2024 08:11;14 Hr(s) 50 Min 44 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ADESÃO À TERAPIA NUTRICIONAL ORAL EM HOSPITAL UNIVERSITÁRIO DO PIAUI.;10645;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;15/12/2023 09:18:07;20 Hr(s) 17 Min 50 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL SOCIODEMOGRÁFICO DA INCIDÊNCIA DO CÂNCER DE PRÓSTATA NA POPULAÇÃO NEGRA ATENDIDA EM UM HOSPITAL UNIVERSITÁRIO DE TERESINA NO ESTADO DO PIAUÍ;10650;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;25/06/2024 08:13:02;21 Hr(s) 58 Min 25 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;SAÚDE GINECOLÓGICA DE MULHERES LÉSBICAS E BISSEXUAIS: QUAIS AS BARREIRAS AO ACESSO AOS SERVIÇOS DE SAÚDE;10668;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;25/12/2023 17:13:11;3 Dia(s) 58 Min 18 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTUDO COMPARATIVO DE TRATAMENTO INFUSIONAL PARA O CÂNCER DE ESTÔMAGO REALIZADO EM UM HOSPITAL DE TERESINA.;10683;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;11/08/2023 11:28;1 Hr(s) 38 Min 31 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;a;10688;Em cadastramento;;;;;
HU-UFPI;USO DE CÁPSULA OLEOSA DE RACEALFATOCOFEROL (Vitamina E) COMO ESTRATÉGIA DE CUIDADO PARA PREVENÇÃO DE LESÕES LABIAIS EM PACIENTES DE UTI;10720;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;26/06/2024 09:29:09;15 Hr(s) 49 Min 51 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Governança corporativa em empresas públicas: análise da institucionalização;10729;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/04/2024 08:50;3 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Peróxido de hidrogênio e luz ultravioleta para desinfecção de superfícies em unidades de terapia intensiva: Um ensaio clínico, randomizado, controlado, em cluster, com crossover.;10780;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;15/12/2023 16:05:56;5 Hr(s) 2 Min 32 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLINICO E EPIDEMIOLÓGICO DOS PACIENTES COM INSUFICIÊNCIA CARDIACA COM FRAÇÃO DE EJEÇÃO REDUZIDA NO HOSPITAL UNIVERSITARIO DA UFPI;10786;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;31/10/2024 07:48:35;1 Dia(s) 15 Hr(s) 38 Min 35 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;AVALIAÇÃO DA FUNÇÃO SEXUAL DE MULHERES EM USO DE ANTICONCEPCIONAL ORAL COMBINADO;10807;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/04/2024 08:54;3 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;INJÚRIA RENAL AGUDA EM IDOSOS INTERNADOS NO HOSPITAL UNIVERSITARIO: ANÁLISE DE 5 ANOS;10832;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;20/09/2024 09:12:11;18 Hr(s) 27 Min;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;A IMPORTÂNCIA DA GESTÃO DE CONTRATOS NA ADMINISTRAÇÃO PÚBLICA NO HOSPITAL UNIVERSITÁRIO FEDERAL DA UFPI;10889;Em cadastramento;;;;;
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA E FUNCIONALIDADE DE PACIENTES SUBMETIDOS À CIRURGIA DE REVASCULARIZAÇÃO DO MIOCÁRDIO;10920;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;15/04/2024 09:12:24;2 Dia(s) 17 Hr(s) 27 Min 43 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;AVALIAÇÃO DOS FATORES PROGNÓSTICOS E SOBREVIDA DOS PACIENTES COM ADENOCARCINOMA DE COLORETAL TRATADOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;10932;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;14/05/2024 08:28:35;19 Hr(s) 26 Min 32 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE DE UM PROTOCOLO DE MOBILIZAÇÃO PRECOCE EM PACIENTES SUBMETIDOS À CIRURGIA CARDÍACA;10970;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;26/09/2024 10:07:26;18 Min 42 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PREVALÊNCIA DE SINTOMAS DEPRESSIVOS EM PACIENTES EM TRATAMENTO DO CÂNCER DE MAMA;10973;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;12/11/2023 09:37;4 Dia(s) 19 Hr(s) 46 Min 27 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES EM USO DE CABERGOLINA EM ATENDIMENTO NO AMBULATÓRIO DO HOSPITAL DA UNIVERSIDADE FEDERAL DO PIAUÍ (HUUFPI);11006;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;27/05/2024 08:33:38;22 Hr(s) 56 Min 23 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PRINCIPAIS ACHADOS TOMOGRÁFICOS DE CASOS COM CONFIRMAÇÃO HISTOPATOLÓGICA DE C NCER GÁSTRICO;11022;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;26/09/2024 08:13:10;14 Hr(s) 7 Min 41 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;VACINAÇÃO CONTRA HPV: Perfil de conhecimento dos colaboradores do Hospital Universitário da Universidade Federal do Piauí (HU - UFPI);11027;Em ajuste pelo pesquisador;DANIELLE PEREIRA DOURADO;15/12/2023 16:04:52;1 Dia(s) 2 Hr(s) 17 Min 1 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;PERFIL ANÁTOMO-CLÍNICO DOS CASOS DE MELANOMA CUTÂNEO ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;11079;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;12/11/2023 09:33;1 Dia(s) 22 Hr(s) 25 Min 56 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;PERFIL ANÁTOMO-CLÍNICO DOS CASOS DE MELANOMA CUTÂNEO ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;11110;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/04/2024 08:51;3 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Avaliação da Correlação entre Fadiga e Dor Crônica após em Pacientes com Lesão Medular Crônica decorrente de Traumatismo Raquimedular;11153;Em cadastramento;;;;;
HU-UFPI;ESTUDO DA CAPACIDADE FUNCIONAL DO PACIENTE IDOSO COM DOENÇA INFLAMATÓRIA INTESTINAL;11186;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;12/03/2024 10:41;11 Hr(s) 27 Min 41 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Avaliação da Correlação entre Fadiga e Dor Neuropática em Pacientes com Lesão Medular Crônica decorrente de Traumatismo Raquimedular;11205;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;25/07/2024 08:07:44;14 Hr(s) 48 Min 19 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Impacto da Reabilitação Motora no Segmento Cognitivo de Pacientes Submetidos a Cirurgia de Medula Espinhal;11207;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;04/12/2024 09:22;15 Hr(s) 1 Min 59 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;MAPEAMEMENTO DA DESNUTRIÇÃO ONCOLÓGICA INTRA-HOSPITALAR E DAS EQUIPES MULTIPROFISSIONAIS DE TERAPIA NUTRICIONAL (EMTN) NO BRASIL;11236;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;01/03/2024 10:01;12 Dia(s) 19 Hr(s) 51 Min 39 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;OTIMIZAÇÃO DO PROCESSO DE LIMPEZA DAS SALAS DE CIRURGIAS DO HOSPITAL UNIVERSITÁRIO DA UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;11271;Projeto aprovado;CARLOS EDUARDO BATISTA DE LIMA;02/08/2024 16:49;22 Dia(s) 7 Hr(s) 35 Min 18 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;VACINAÇÃO CONTRA HPV: Perfil de conhecimento dos colaboradores do Hospital Universitário da Universidade Federal do Piauí (HU - UFPI);11309;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;23/02/2024 11:47:28;3 Dia(s) 18 Hr(s) 45 Min 53 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;UTILIZAÇÃO DE MACHINE LEARNING COMO MÉTODO DE ANÁLISE PARA PREDIÇÃO DE INJÚRIA RENAL AGUDA DE PACIENTES EM PÓS-OPERATÓRIO DE CIRUGIA CARDÍACA NO HU-UFPI;11324;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;23/02/2024 11:48:04;3 Dia(s) 17 Hr(s) 39 Min 15 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;A CONCORDÂNCIA DO USO DAS ESCALAS GLASGOW E FOUR POR PROFISSIONAIS DE SAÚDE E RESIDENTES NA UNIDADE DE TERAPIA INTENSIVA;11340;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;05/02/2024 08:19;1 Dia(s) 19 Hr(s) 14 Min 44 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Eficiência energética: análise e estudo do fator de potência em um sistema de refrigeração hospitalar;11347;Em ajuste para autorização do setor responsável;JOSE MARIA CORREIA LIMA E SILVA;16/01/2024 08:42:47;5 Dia(s) 19 Min 2 Seg;Aguardando autorização do setor responsável;Solicitado ajustes
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DE PACIENTES COM ADENOMA HIPOFISÁRIO DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;11367;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;26/07/2024 10:07:02;14 Min 30 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANÁLISE CLÍNICA E EPIDEMIOLÓGICA DE CASOS DE CÂNCER DE TIREOIDE ATENDIDOS NO AMBULATÓRIO DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;11368;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;26/07/2024 10:07:42;17 Min 18 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;FATORES DE RISCOS EPIDEMIOLÓGICOS E FATORES DE SOBREVIDA DE PACIENTES COM CÂNCER DE COLO UTERINO;11418;Em cadastramento;;;;;
HU-UFPI;ANÁLISE DO PERFIL CLÍNICO- ELETROFISIOLÓGICO E FATORES PROGNÓSTICOS DE PACIENTES INTERNADOS COM SÍNDROME DE GUILLAIN-BARRÉ NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ ENTRE 2016 E 2023.;11493;Projeto aprovado;DANIELLE PEREIRA DOURADO;02/12/2025 10:33;6 Dia(s) 14 Min 55 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ATUAÇÃO DOS RESIDENTES EM SAÚDE NO CUIDADO AO(S) PACIENTE(S) COM COMPORTAMENTO SUICIDA;11519;Projeto aprovado;ANA LUCIA FRANCA DA COSTA;29/04/2025 11:43:59;6 Dia(s) 11 Min 8 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PERFIL DOS PACIENTES CIRÚRGICOS ELETIVOS PÓS-PANDEMIA DA COVID-19;11522;Em cadastramento;;;;;
HU-UFPI;PERFIL DOS PACIENTES CIRÚRGICOS ELETIVOS PÓS-PANDEMIA DA COVID-19;11523;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;23/05/2024 10:56:57;9 Min 40 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;AVALIAÇÃO DAS DOENÇAS E AGRAVOS DE NOTIFICAÇÃO COMPULSÓRIA EM UM HOSPITAL UNIVERSITÁRIO DO NORDESTE;11535;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;25/03/2024 09:42:57;3 Dia(s) 16 Hr(s) 50 Min 33 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO DE PACIENTES COM CIRROSE HEPÁTICA INTERNADOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);11545;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;02/06/2024 08:21;10 Hr(s) 48 Min 51 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Biópsia do linfonodo sentinela versus seguimento clínico axilar em mulheres com câncer de mama inicial com axila Negativa aos exames clínico e ultrassonográfico;11609;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;23/02/2024 11:52:29;1 Dia(s) 18 Hr(s) 50 Min 34 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DOS FATORES ASSOCIADOS À PRÁTICA BASEADA EM EVIDÊNCIAS (PBE) EM HOSPITAIS UNIVERSITÁRIOS FEDERAIS DO NORDESTE BRASILEIRO: UM MODELO DE EQUAÇÃO ESTRUTURAL;11622;Em cadastramento;;;;;
HU-UFPI;PERFIL CLÍNICO – EPIDEMIOLÓGICO DOS PACIENTES COM INTERNAÇÃO PROLONGADA NA ENFERMARIA DE CLÍNICA MÉDICA NO HU-UFPI;11685;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;21/10/2024 08:08:18;2 Dia(s) 12 Hr(s) 36 Min 41 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;RISCO DE SÍNDROME DE REALIMENTAÇÃO E SUA ASSOCIAÇÃO COM DESFECHOS CLÍNICOS E ESTADO NUTRICIONAL EM PACIENTES DE UM HOSPITAL UNIVERSITÁRIO EM TERESINA – PI.;11755;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;25/07/2024 08:11:42;21 Hr(s) 19 Min 52 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;AVALIAÇÃO DO NÍVEL DO CONHECIMENTO DOS FISIOTERAPEUTAS ACERCA DA PARADA CARDIORRESPIRATÓRIA E DA REANIMAÇÃO CARDIOPULMONAR;11831;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;25/03/2024 09:42:41;3 Dia(s) 16 Hr(s) 50 Min 16 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DO PERFIL EPIDEMIOLÓGICO DA DOENÇA RENAL DO DIABETES DOS PACIENTES DE UM HOSPITAL TERCIÁRIO;11864;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;17/07/2024 08:10:54;1 Hr(s) 5 Min 2 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ASSOCIAÇÃO ENTRE HIPERTENSÃO ARTERIAL, RISCO NUTRICIONAL E DESFECHO CLÍNICO EM PACIENTES IDOSOS HOSPITALIZADOS NA UTI DO HOSPITAL UNIVERSITÁRIO DE TERESINA-PI: UMA ANÁLISE TEMPORAL;11867;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;07/01/2024 08:26;17 Hr(s) 3 Min 50 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Avaliação de Infecções por Candida não-albicans em um Hospital Universitário;11883;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;18/04/2024 08:22:57;21 Hr(s) 8 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CONHECIMENTO E ADESÃO ÀS PRÁTICAS DE PRECAUÇÕES PADRÃO DA EQUIPE DE ENFERMAGEM;11884;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;18/04/2024 08:23:53;21 Hr(s) 9 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO, LABORATORIAL E DE IMAGEM DE MULHERES COM INFERTILIDADE ASSOCIADA À ENDOMETRIOSE ATENDIDAS NO SETOR DE REPRODUÇÃO HUMANA DE UM HOSPITAL UNIVERSITÁRIO;11939;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;29/04/2024 08:10:56;9 Hr(s) 46 Min 51 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PERCEPÇÃO E CUIDADOS DA SAÚDE MENTAL DE PACIENTES COM OBESIDADE;12046;Em cadastramento;;;;;
HU-UFPI;OLHAR PARA A PALIAÇÃO: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um Hospital Universitário;12084;Em cadastramento;;;;;
HU-UFPI;OLHAR PARA A PALIAÇÃO: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um Hospital Universitário;12085;Em cadastramento;;;;;
