hu;titulo do projeto;classificacao institucional da pesquisa;projeto envolve seres humanos;delineamento do estudo;tipo de estudo;e estudo multicentrico;e projeto com co participacao;estado do projeto;tempo decorrido entre status 1;tempo decorrido entre status 2
HU-UFPI;avaliação do perfil epidemiológico da doença renal do diabetes dos pacientes de um hospital terciário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;114;142
HU-UFPI;avaliação do perfil de gravidade dos quadros de psoríase atendidos no hu-ufpi e de seus impactos na qualidade de vida dos pacientes;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;45;92
HU-UFPI;avaliação do nível do conhecimento dos fisioterapeutas acerca da parada cardiorrespiratória e da reanimação cardiopulmonar;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do escore de ressonância magnética o-rads para estratificação de risco de lesões anexais suspeitas para neoplasia maligna;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;465;513
HU-UFPI;avaliação de qualidade de vida de pacientes com insuficiência cardíaca através de inteligência artificial e seguimento remoto: estudo randomizado e controlado;Pesquisa Acadêmica;True;Caso-controle;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação de infecções por candida não-albicans em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação das infecções relacionadas à assistência à saúde por bactérias multirresistentes em um hospital universitário do nordeste;PESQUISA DESENVOLVIDA PELO GRUPO DE TRABALHO;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;484;545
HU-UFPI;avaliação das doenças e agravos de notificação compulsória em um hospital universitário do nordeste;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação das alterações dos hormônios tireoidianos em pacientes com sangramento uterino anormal (sua) no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;avaliação da qualidade de vida e funcionalidade de pacientes submetidos à cirurgia de revascularização do miocárdio;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;52;140
HU-UFPI;avaliação da função sexual de mulheres em uso de anticoncepcional oral combinado;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;81;110
HU-UFPI;avaliação da eficácia do poli-hexametileno biguanida na prevenção de infecções pós-operatórias em cirurgias de prótese de quadril: uma análise abrangente dos resultados, efeitos colaterais e fatores de risco;Pesquisa Acadêmica;True;Coorte;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;caracterização epidemiológica de isolados clínicos bacterianos produtores de carbapenemases em pacientes internados em um hospital de alta complexidade;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;caracterização do perfil epidemiológico dos pacientes com diabetes mellitus tipo 1 do ambulatório do hu-ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;98;120
HU-UFPI;caracterização de prescrições de assistência psicológica do hospital universitário da universidade federal do piauí (hu-ufpi);Pesquisa Acadêmica;True;Transversal;Retrospectivo de corte tranvsersal;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;características nutritivas, funcionais e aceitação de cupcake por pacientes ambulatoriais e/ou com depressão e transtornos alimentares do hu/ufpi;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;características clínicas e epidemiológicas de infecções fúngicas invasivas por candida spp. em um hospital de alta complexidade;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;câncer de mama com metástase ovariana tardia: um relato de caso;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;broncoscopia diagnóstica no hu - ufpi: indicações, principais achados e perfil epidemiológico dos pacientes;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;biópsia do linfonodo sentinela versus seguimento clínico axilar em mulheres com câncer de mama inicial com axila negativa aos exames clínico e ultrassonográfico;pesquisa clinica;True;clinico randomizado prospectivo;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;banco de dados das cirurgias ortopédicas realizadas no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;91;209
HU-UFPI;balanced-hf: estudo de fase iii, randomizado, duplo-cego para avaliar o efeito de balcinrenona/dapagliflozina em comparação com dapagliflozina, no risco de eventos de insuficiência cardíaca e morte cardiovascular em participantes da pesquisa com insuficiência cardíaca e função renal comprometida;Pesquisa Clínica;True;Estudo de Fase III, Randomizado, Duplo-Cego.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação e comparação da qualidade de vida geral em pacientes submetidas a tratamento cirúrgico de incontinência urinária de esforço por via transobturatória no hospital universitário da universidade federal do piauí hu-ufpi: um estudo prospectivo;Pesquisa Acadêmica;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do tratamento de proctite actínica com coagulação com plasma de argônio em um hospital de referência em teresina-piauí;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação dos índices de complicações em pacientes submetidas a cirurgia de sling por via transobturatória no hospital universitário no período de 2014 a 2024;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;avaliação dos fatores prognósticos e sobrevida dos pacientes com adenocarcinoma de coloretal tratados no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação dos fatores associados à prática baseada em evidências (pbe) em hospitais universitários federais do nordeste brasileiro: um modelo de equação estrutural;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;True;True;Em cadastramento;Pendente;Pendente
HU-UFPI;desenvolvimento de mix de castanhas regionais com geleia de vinagreira para pacientes com doenças crônicas não transmissíveis;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;desenvolvimento de dataset e de algoritmo para o reconhecimento de acometimento cognitivo na doença de parkinson baseado em aprendizado por inteligência artificial;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;41;77
HU-UFPI;desenvolvimento de aplicativo móvel sobre cuidados pós operatórios para mulheres submetidas a cirurgia na mama;Desenvolvimento tecnológico;True;pesquisa aplicada;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;cuidado de enfermagem na deiscência de ferida operatória em esternotomia após cirurgia cardíaca: projeto de relato de caso;PROJETO DE RELATO DE CASO;True;Estudo de caso;Observacional/Epidemiológico;False;False;Projeto aprovado;286;371
HU-UFPI;critérios glim na avaliação do estado nutricional do paciente crítico e sua associação com desfechos clínicos;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;criação de interface entre sistemas de monitorização em terapia intensiva e construção de painel digital dinâmico;Desenvolvimento tecnológico;True;Desenvolvimento de ferramenta;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;conhecimento e adesão às práticas de precauções padrão da equipe de enfermagem;Pesquisa Acadêmica;True;Transversal;Transversal analítico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;condição de saúde bucal e necessidade de tratamento odontológico de pacientes oncológicos internados em uma unidade de alta complexidade em oncologia (unacon);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;75;120
HU-UFPI;chatgpt na prática médica: uma investigação sobre seu potencial como ferramenta de pesquisa na investigação da saúde de pacientes com parkinsonismo;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;carcinoma vaginal neuroendócrino de pequena células pouco diferenciado em paciente jovem: um relato de caso;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;caracterização epidemiológica dos microrganismos emergentes isolados nos pacientes internados em um hospital universitário de alta complexidade;Elaboração de estudo para publicação de artigo científico;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;impacto da reabilitação cardiovascular nos níveis de ansiedade e depressão em pacientes com doença arterial coronariana e/ou insuficiência cardíaca no hu-ufpi;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impacto da implementação de protocolo nutricional que mimetiza o jejum no paciente com câncer de mama atendido pelo sus: uma proposta sobre a redução dos efeitos colaterais, qualidade de vida, progressão, metástase e sensibilização tumoral.;Pesquisa Acadêmica;True;Ensaio Clínico;Experimental/Clínico;False;True;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;impacto da crononutrição no perfil lipídico de pacientes cardiopatas;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;hipocalcemia em pacientes em pós-operatório submetidos a tireoidectomia em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;graduação da atividade histológica em pacientes com retocolite ulcerativa no hospital universitário da universidade federal do piauí (hu- ufpi).;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;550;576
HU-UFPI;governança corporativa em empresas públicas: análise da institucionalização;Pesquisa Acadêmica;True;Transversal;Exploratório e descritivo;True;True;Projeto aprovado;80;115
HU-UFPI;frequência de anemia por deficiência de ferro em pacientes hospitalizados no hospital universitário da ufpi com insuficiência cardíaca com fração de ejeção reduzida;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;fdfadasd;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;explorando o potencial de utilização da inteligência artificial na detecção de ameloblastoma no hospital universitário da universidade federal do piauí hu-ufpi: avanços e perspectivas futuras.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;True;False;Projeto aprovado;434;469
HU-UFPI;estimulação cerebral profunda na doença de parkinson: análise de qualidade de vida;Pesquisa Acadêmica;True;Coorte;Desenvolvimento/Avaliação;False;False;Projeto aprovado;90;145
HU-UFPI;ensaio clínico randomizado, multicêntrico e controlado de avaliação de tratamento antimicrobiano em traqueobronquite associada à ventilação mecânica – estudo vatican;Estudo clínico;True;Caso-controle;Experimental/Clínico;True;False;Projeto aprovado;848;937
HU-UFPI;eficácia da suplementação com vitamina d no controle metabólico, estado nutricional, marcadores de inflamação e estresse oxidativo em pessoas com diabetes mellitus tipo 2;Pesquisa Acadêmica;True;Experimental;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;efeitos da neuromodulação não invasiva na deglutição, cognição e mastigação;PESQUISA LIVRE;True;Longitudinal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;drugsensi: inovação no tratamento de infecções hospitalares;Pesquisa Acadêmica;True;Estudo de caso;Comprovação de Medodologia Computacional;False;True;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;desenvolvimento, evidências de validade e implementação do uso de cartilha educativa para profissionais de saúde sobre uso do smartphone em hospitais;Pesquisa Acadêmica;True;Trata-se de estudo metodológico;Desenvolvimento/Avaliação;False;True;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento e validação de instrumento para auxiliar navegadores em câncer de mama;Desenvolvimento tecnológico;True;um estudo metodológico em 5 estapas;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de um sistema de pontuação de risco para infertilidade;Pesquisa Acadêmica;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de um dashboard de controle e gerenciamento de intervenções em problemas relacionados com medicamentos (prm);Desenvolvimento tecnológico;True;Construção de plataforma para análise de dados;Desenvolvimento/Avaliação;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;desenvolvimento de uma ferramenta para acompanhamento e predição oncológica baseada em inteligência artificial;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;78;99
HU-UFPI;governança: moderação entre ambidestria organizacional e controle social em um hospital universitário público.;Pesquisa Acadêmica;True;Estudo de caso;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;formação em psicologia intensiva: percepção dos egressos de programas de residências multiprofissionais em saúde;Pesquisa Acadêmica;True;Análise de conteúdo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;fatores de riscos epidemiológicos e fatores de sobrevida de pacientes com câncer de colo uterino;Pesquisa Acadêmica;True;ESTUDO RETROSPECTIVO;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;fatores associados a infecção relacionada à assistência à saúde em pacientes críticos;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;77;92
HU-UFPI;fatores associados à infecção de sítio cirúrgico na colecistectomia videolaparoscópica em um hospital universitário no piauí;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;fatores assiciados;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;estudo randomizado comparando três estratégias antitrombóticas (varfarina, edoxabana ou nenhum anticoagulante) em pacientes com fibrilação atrial e doença renal crônica avançada - visionaire (vitamin k antagonist, factor xa inhibitor or nothing in atrial fibrillation and dialytic end-stage renal disease);Pesquisa Clínica;True;Ensaio clínico randomizado, aberto.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo epidemiológico e radiográfico das lesões intra-ósseas dos maxilares em pacientes atendidos no hospital universitário da ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;157;184
HU-UFPI;estudo epidemiológico dos pacientes de vitiligo do hospital universitário do piauí: análise de uma década;Pesquisa Acadêmica;True;Estudo Epidemiológico;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;estudo do perfil epidemiológico dos casos de hérnia incisional em adultos em um hospital universitário do estado do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo de prevalência de pneumonia associada a ventilação mecânica em pacientes submetidos a cirurgia cardíaca na uti do hospital universitário da universidade federal do piauí no período de 2022-2024.;TRABALHO DE CONCLUSÃO DE RESIDÊNCIA MÉDICA;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;estudo de fase 3, multicêntrico, aberto, cego para o avaliador, controlado por ativo para avaliar a eficácia e a segurança de bedaquilina no tratamento de hanseníase multibacilar quando associada à rifampicina e à clofazimina;Pesquisa Clínica;True;Estudo de Fase 3, Multicêntrico, Aberto, Cego.;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo da microbiota, epigenética e susceptibilidade aos antígenos do grupo histo sanguíneo em pacientes com doença inflamatória intestinal e doenças relacionadas ao envelhecimento atendidos no hospital universitário da universidade federal do piauí.;Pesquisa Acadêmica;True;Transversal;Descritivo e transversal;False;True;Projeto aprovado;147;183
HU-UFPI;estudo da capacidade funcional do paciente idoso com doença inflamatória intestinal;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;146;343
HU-UFPI;estudo comparativo dos valores de leucócitos e proteína c reativa em pacientes com infecção odontogênica tratados no hospital de urgências de teresina entre 2019 e 2023;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;True;Projeto aprovado;45;77
HU-UFPI;estudo comparativo de qualidade da colonoscopia e taxa de detecção de adenomas após mudança de preparo intestinal;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;injúria renal aguda em idosos internados no hospital universitario: análise de 5 anos;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;281;308
HU-UFPI;índice prognóstico nutricional e composição corporal de pacientes com cardiopatia em assistência hospitalar;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;índice de adiposidade visceral e produto de acumulação lipídica em mulheres com câncer de mama pós-quimioterapia.;Pesquisa Acadêmica;True;Longitudinal;Observacional/Epidemiológico;False;False;Projeto aprovado;322;425
HU-UFPI;incidência de cefaléia pós raquianestesia em pacientes submetidos a histerectomia em hospital universitário.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impacto do tratamento da endometriose na melhora da sintomatologia e qualidade de vida;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impacto dos achados anormais da histerossalpingografia no diagnóstico da infertilidade feminina em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;113;132
HU-UFPI;impacto de um protocolo pré-operatório de treinamento muscular inspiratório no desfecho de pacientes submetidos a cirurgia cardíaca;Pesquisa Acadêmica;True;Transversal;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impacto da pandemia de covid-19 na saúde mental de enfermeiros: indicadores e estratégias de enfrentamento para sofrimento mental, depressão, ansiedade e estresse;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;True;Projeto aprovado;315;336
HU-UFPI;hipomagnesemia: prevalência, morbidades associadas e impacto prognóstico em pacientes internados no hospital universitário do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;47;68
HU-UFPI;grau e fatores que contribuem para o absenteísmo de pacientes com diabetes mellitus no ambulatório de endocrinologia do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;329;371
HU-UFPI;estudo epidemiológico do registro das doenças inflamatórias intestinais dos pacientes do hospital universitário - ufpi no período de 2020 a 2024;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;121;144
HU-UFPI;estudo do perfil epidemiológico dos pacientes com diagnóstico de doença diverticular atendidos no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;127;142
HU-UFPI;epilepsia: explorando as interconexões entre comorbidades e terapêutica medicamentosa ambulatorial no centro hospitalar da universidade federal do piauí.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;231;287
HU-UFPI;padronização da ordem de infusão de medicamentos antineoplásicos utilizados no ambulatório de oncologia de um hospital universitário de teresina - pi;Pesquisa Acadêmica;True;Retrospectivo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;padrões de encaminhamentos de pacientes para cuidados paliativos em um hospital terciário entre 2022 e 2023: uma análise retrospectiva;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;301;325
HU-UFPI;olhar para a paliação: aplicação de questionário “qasci adaptado” em cuidadores de pacientes em ambulatório de cuidados paliativos de um hospital universitário.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;153;176
HU-UFPI;o impacto do índice de massa corpórea na prevalência da doença hepática gordurosa não alcoólica em portadoras de síndrome dos ovários policísticos;Pesquisa Acadêmica;True;Transversal;Pré-clínico;False;False;Projeto aprovado;75;82
HU-UFPI;nível de ruído da unidade de terapia intensiva de um hospital universitário e seus efeitos em colaboradores;Pesquisa Acadêmica;True;Transversal;Observacional/Aplicação de questionário;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;monitoramento terapêutico de vancomicina em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;mapeamemento da desnutrição oncológica intra-hospitalar e das equipes multiprofissionais de terapia nutricional (emtn) no brasil;Projeto de Pesquisa;True;Ecológico Analítico, com delineamento transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;interações medicamentosas potenciais entre fármacos que agem no sistema cardiovascular e psicofármacos em pacientes admitidos num hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;182;223
HU-UFPI;eficácia de tecnologias para o autocuidado pós-cirurgia de revascularização do miocárdio em pessoas idosas: estudo quase-experimental;Desenvolvimento tecnológico;True;Estudo Quase-experimental;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;eficácia da eletroestimulação transcutânea para analgesia de histeroscopia diagnóstica: ensaio clínico controlado randomizado;Pesquisa Acadêmica;True;Transversal;Experimental/Clínico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;educação para a morte: a experiência de residentes multiprofissionais no cuidado a pacientes críticos.;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;132;187
HU-UFPI;doença inflamatória intestinal em pacientes com 60 anos ou mais – estudo em um centro de referência no nordeste do brasil;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;77;105
HU-UFPI;distúrbios perceptivos em pacientes com esquizofrenia e transtorno de personalidade borderline: a visão do clínico;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;15;15
HU-UFPI;desfechos dos pacientes com fibrilação atrial no pós-operatório de cirurgia cardíaca entre 2023 e 2024 no hospital universitário do piauí (hu - ufpi).;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;desenvolvimento por meio da manufatura aditiva de produtos de apoio funcional utilizados por pacientes com neuropatias do hu-ufpi;Desenvolvimento tecnológico;True;pacientes com neuropatias;Desenvolvimento materiais;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento e caracterização de gel mucoadesivo vaginal à base de própolis para vaginites inespecíficas;Pesquisa Acadêmica;True;Estudo experimental in vitro;Pré-clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de produto: sobremesa tipo flan a base de biomassa de banana verde (musa spp) adicionado de leite de amêndoas;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;desenvolvimento de aplicativo para promoção de mobilidade e atividade física no ambiente intra-hospitalar em hospital universitário federal.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de aplicativo institucional para gestão integrada da conformidade com a nr32 em hospitais da rede ebserh;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de aplicativo de avaliação em cuidados paliativos para hospitais universitários desenvolvimento de aplicativo de avaliação em cuidados paliativos para hospitais universitários desenvolvimento de aplicativo de avaliação em cuidados paliativos para hospitais universitários;Desenvolvimento tecnológico;False;Desenvolvimento tecnológico;Desenvolvimento tecnológico;False;False;Projeto aprovado;20;60
HU-UFPI;desenvolvimento de agente inteligente conversacional personalizado para atendimento informativo e orientação de pacientes via whatsapp no hospital universitário da universidade federal do piauí;Desenvolvimento tecnológico;False;Pesquisa Aplicada;Desenvolvimento/Avaliação;False;False;Projeto aprovado;0;65
HU-UFPI;criação de uma plataforma online de educação em saúde para pacientes com diabetes mellitus: contribuindo para a autonomia e qualidade de vida no manejo do diabetes;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;criação de base de conhecimento para assistente virtual ginecológica: desenvolvimento de conteúdo validado para saúde da mulher no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Desenvolvimento e validação de base informacional;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico-epidemiológico de pacientes com fibromialgia e osteoporose atendidos em hospital terciário.;Pesquisa Acadêmica;True;O estudo de natureza transversal observacional;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico-epidemiológico de pacientes atendidos no ambulatório de cuidados paliativos do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;DESCRITIVO;Observacional/Epidemiológico;False;False;Projeto aprovado;141;154
HU-UFPI;perfil clínico e epidemiológico dos pacientes em uso de cabergolina em atendimento no ambulatório do hospital da universidade federal do piauí (huufpi);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;165;176
HU-UFPI;perfil clínico e epidemiológico dos pacientes com neoplasia de reto submetidos à tratamento neoadjuvante em um hospital universitário do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clinico e epidemiológico dos pacientes com insuficiência cardiaca com fração de ejeção reduzida no hospital universitario da ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;251;318
HU-UFPI;perfil clínico e epidemiológico de pacientes com ultrassonografia evidenciando doença hepática gordurosa metabólica atendidos no ambulatório de endocrinologia do huufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;260;310
HU-UFPI;perfil clínico e epidemiológico de pacientes com adenoma hipofisário do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;154;196
